,reaction_name,reaction_string,WT-LN-G-R1 trans,WT-LN-G-R2 trans,WT-LN-G-R3 trans,EVOL33-LN-G-R1 trans,EVOL33-LN-G-R2 trans,EVOL33-LN-G-R3 trans,EVOL40-LN-G-R1 trans,EVOL40-LN-G-R2 trans,EVOL40-LN-G-R3 trans,WT-P-R1 trans,WT-P-R2 trans,WT-P-R3 trans,PVHG-P-R1 trans,PVHG-P-R2 trans,PVHG-P-R3 trans
BZSCD,Benzylsuccinyl-CoA dehydrogenase,bzsuccoa_c + fad_c <-- fadh2_c + phitcoa_c,45.38037,36.81807,34.65355,54.66166,50.32155,51.88343,44.95405,55.48916,48.39504,68.04219,60.86096,69.28451,54.516090000000005,38.34128,46.15497
BZSCT,Benzylsuccinate CoA-transferase,bzsucc_c + succoa_c <=> bzsuccoa_c + succ_c,8.07617,8.06076,6.7914,13.93128,13.00279,12.62497,11.6302,12.20762,8.92923,1.93402,3.0760099999999997,5.2729800000000004,4.0928,1.94262,2.3846700000000003
BZSS,Benzylsuccinate synthase,fum_c + tol_c <=> bzsucc_c,,,,,,,,,,,,,,,
BZt,Benzoate transport (diffusion),bz_e <=> bz_c,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
BZt1pp,BZt1pp,bz_p + h_p --> bz_c + h_c,10.704130000000001,12.85365,16.02074,9.571110000000001,8.96238,10.03079,9.09927,9.34067,9.47452,6.3294999999999995,11.31531,15.205799999999998,6.05734,3.47628,4.69242
BZtex,BZtex,bz_e <=> bz_p,,,,,,,,,,,,,,,
C100SN,Fatty acid biosynthesis (n-C10:0),actACP_c + 11.0 h_c + 3.0 malACP_c + 8.0 nadph_c --> 3.0 ACP_c + 3.0 co2_c + dcaACP_c + 4.0 h2o_c + 8.0 nadp_c,3.0766400000000003,3.05002,3.1345,3.29671,5.14235,4.669510000000001,3.25404,3.88424,3.06729,4.13176,5.0534300000000005,5.02773,5.07507,5.11217,4.38472
C120SN,Fatty acid biosynthesis (n-C12:0),actACP_c + 14.0 h_c + 4.0 malACP_c + 10.0 nadph_c --> 4.0 ACP_c + 4.0 co2_c + ddcaACP_c + 5.0 h2o_c + 10.0 nadp_c,17.306070000000002,15.032229999999998,10.62245,15.8455,16.30859,19.7157,16.99335,17.66405,15.268289999999999,20.57089,21.64189,23.17659,6.22106,6.95255,6.76939
C140SN,C140SN,actACP_c + 17.0 h_c + 5.0 malACP_c + 12.0 nadph_c --> 5.0 ACP_c + 5.0 co2_c + 6.0 h2o_c + myrsACP_c + 12.0 nadp_c,20.318610000000003,18.51796,13.23453,19.673939999999998,19.90823,24.731099999999998,20.00636,21.36333,17.99477,23.384,27.68404,32.49628,9.16788,8.99742,9.92331
C141SN,Fatty acid biosynthesis (n-C14:1),actACP_c + 16.0 h_c + 5.0 malACP_c + 11.0 nadph_c --> 5.0 ACP_c + 5.0 co2_c + 6.0 h2o_c + 11.0 nadp_c + tdeACP_c,17.306070000000002,15.032229999999998,10.62245,15.8455,16.30859,19.7157,16.99335,17.66405,15.268289999999999,20.57089,21.64189,23.17659,6.22106,6.95255,6.76939
C160SN,C160SN,actACP_c + 20.0 h_c + 6.0 malACP_c + 14.0 nadph_c --> 6.0 ACP_c + 6.0 co2_c + 7.0 h2o_c + 14.0 nadp_c + palmACP_c,20.318610000000003,18.51796,13.23453,19.673939999999998,19.90823,24.731099999999998,20.00636,21.36333,17.99477,23.384,27.68404,32.49628,9.16788,8.99742,9.92331
C161SN,Fatty acid biosynthesis (n-C16:1),actACP_c + 19.0 h_c + 6.0 malACP_c + 13.0 nadph_c --> 6.0 ACP_c + 6.0 co2_c + 7.0 h2o_c + hdeACP_c + 13.0 nadp_c,17.306070000000002,15.032229999999998,10.62245,15.8455,16.30859,19.7157,16.99335,17.66405,15.268289999999999,20.57089,21.64189,23.17659,6.22106,6.95255,6.76939
C180SN,C180SN,actACP_c + 23.0 h_c + 7.0 malACP_c + 16.0 nadph_c --> 7.0 ACP_c + 7.0 co2_c + 8.0 h2o_c + 16.0 nadp_c + ocdcaACP_c,3.01254,3.48573,2.6120799999999997,3.82844,3.59964,5.0154,3.01301,3.6992800000000003,2.72648,2.81311,6.04215,9.31969,2.94682,2.04487,3.1539200000000003
C181SN,C181SN,actACP_c + 22.0 h_c + 7.0 malACP_c + 15.0 nadph_c --> 7.0 ACP_c + 7.0 co2_c + 8.0 h2o_c + 15.0 nadp_c + octeACP_c,20.318610000000003,18.51796,13.23453,19.673939999999998,19.90823,24.731099999999998,20.00636,21.36333,17.99477,23.384,27.68404,32.49628,9.16788,8.99742,9.92331
CA2abc,CA2abc,atp_c + ca2_e + h2o_c --> adp_c + ca2_c + h_c + pi_c,1752.40018,1801.25325,2018.96114,1490.9659800000002,1267.5153699999998,1325.9676,1378.32962,1325.91346,1569.43073,248.96057000000002,253.99014,204.91048,6.5484800000000005,4.60095,6.92324
CA2abc1,Calcium efflux  via ABC system,atp_c + ca2_c + h2o_c --> adp_c + ca2_e + h_c + pi_c,1752.40018,1801.25325,2018.96114,1490.9659800000002,1267.5153699999998,1325.9676,1378.32962,1325.91346,1569.43073,248.96057000000002,253.99014,204.91048,6.5484800000000005,4.60095,6.92324
CA2abcpp,Calcium transport via ABC system (periplasm),atp_c + ca2_p + h2o_c --> adp_c + ca2_c + h_c + pi_c,199.14803999999998,198.68686,219.06616,235.02388,220.90059,242.12268999999998,226.33699,223.43635,214.84672,427.76910999999996,383.62178,280.9395,191.37931,200.29484,209.85124
CA2tex,Calcium (Ca+2) transport via diffusion (extracellular to periplasm),ca2_e <=> ca2_p,,,,,,,,,,,,,,,
CAATPS,CAATPS,atp_c + 2.0 ca2_c + h2o_c --> adp_c + 2.0 ca2_e + h_e + pi_c,266.51353,253.15146000000001,259.81456000000003,168.45151,199.96388000000002,157.37975,299.31199,204.755,310.75068999999996,83.86595,59.432809999999996,35.43933,2.12826,4.7032,4.07702
CACOAHA,CACOAHA,caffcoa_c + h2o_c --> 34dhbald_c + accoa_c,6.40966,3.70359,6.26898,4.36017,3.23233,4.66951,3.9169099999999997,5.36395,4.1578800000000005,1.05492,2.41686,4.65984,7.039619999999999,3.68076,3.84625
CAFFCOA,CAFFCOA,34dhcinm_c + atp_c + coa_c --> amp_c + caffcoa_c + ppi_c,,,,,,,,,,,,,,,
CAT23DOX,CAT23DOX,catechol_c + o2_c --> 2hmcnsad_c,6.21737,8.27862,5.22415,10.84726,9.25623,10.72258,9.28006,12.48506,8.92923,2.37356,2.0872900000000003,3.31094,3.11053,2.76057,3.46162
CAt4,CAt4,ca2_c + h_e <=> ca2_e + h_c,106.59258999999999,123.52571,144.36077,84.22575,85.95068,79.03576,106.11806000000001,107.37151999999999,118.19296000000001,32.79036,43.28379,33.4773,5.72992,7.25928,9.30792
CATDOX,CATDOX,catechol_c + o2_c --> ccmuac_c + 2.0 h_c,12.114250000000002,12.20007,13.23452,17.97242,16.308590000000002,15.910919999999999,11.08786,12.94747,15.47278,17124.03884,38221.67082,81059.56768000001,25483.40741,11290.94423,11638.97465
CBFC2pp,Cytochrome b6/f complex periplasm,2.0 ficytc6_p + 2.0 h_c + pqh2_p --> 2.0 focytc6_p + 4.0 h_p + pq_p,6.794239999999999,5.2286,4.70174,6.0617,7.4931399999999995,7.43663,7.954339999999999,7.491039999999999,7.97496,4.5713099999999995,4.50415,3.80145,3.92909,4.39647,4.15395
CBIAT,Cobinamide adenyltransferase,atp_c + cbi_c + h_c <=> adocbi_c + pppi_c,4.93544,5.01074,4.00518,4.46652,6.538130000000001,6.22601,5.18237,4.90154,4.9076699999999995,22.417,18.12646,12.26275,73.8341,85.88446,64.92465
CBIAT_DELETE,Cobinamide adenyltransferase,atp_c + cbi_c + h2o_c --> adocbi_c + pi_c + ppi_c,,,,,,,,,,,,,,,
CBLAT,Cob(I)alamin adenosyltransferase,atp_c + cbl1_c + h_c <=> adocbl_c + pppi_c,4.93544,5.01074,4.00518,4.46652,6.538130000000001,6.22601,5.18237,4.90154,4.9076699999999995,22.417,18.12646,12.26275,73.8341,85.88446,64.92465
CBLAT_DELETE,Cob(I)alamin adenosyltransferase,atp_c + cbl1_c + h2o_c --> adocbl_c + pi_c + ppi_c,,,,,,,,,,,,,,,
CBMD,Carbamate deaminase,cbm_c + 2.0 h_c --> co2_c + nh4_c,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
CBPS,Carbamoyl-phosphate synthase (glutamine-hydrolysing),2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c,197.48153000000002,185.39749999999998,158.64012,213.22302000000002,204.88585,203.55599999999998,188.5539,195.41432,205.78117,184.87432,217.95693,283.88255,866.0364,526.34907,424.31799
CD2t3pp,Cadmium (Cd+2) transport out via proton antiport (periplasm),cd2_c + h_p --> cd2_p + h_c,372.84974,319.16256,335.04237,273.7337,246.61233,241.60385,396.63208,331.08532,283.14507000000003,34.109,23.72918,20.96929,23.083389999999998,32.411159999999995,29.231479999999998
CD2t4,Cadminum transport out via antiport,cd2_c + h_e + k_e --> cd2_e + h_c + k_c,4.16628,3.05002,3.65691,2.97768,5.50966,5.36129,4.09769,3.88424,3.27178,13.36229,14.501170000000002,10.66859,49.44102,49.99703,61.46303
CD2tex,Cadmium (Cd+2) transport via diffusion (extracellular to periplasm),cd2_e <=> cd2_p,,,,,,,,,,,,,,,
CD2tpp,Cadmium (+2) transport in via permease (no H+),cd2_p --> cd2_c,,,,,,,,,,,,,,,
CDAPPA160190,CDAPPA160190,cdpc16c19g_c + h2o_c --> cmp_c + 2.0 h_c + pa160190_c,,,,,,,,,,,,,,,
CDAPPA190,CDAPPA190,cdpc19c19g_c + h2o_c --> cmp_c + 2.0 h_c + pa190190_c,,,,,,,,,,,,,,,
CDAPPA_HP,CDAPPA HP,cdpdag_HP_c + h2o_c --> cmp_c + 2.0 h_c + pa_Hp_c,,,,,,,,,,,,,,,
CDGUNPD,"3,5-cyclic-nucleotide phosphodiesterase",cdigmp_c + h2o_c --> 5pg35pg_c + h_c,489.50549,522.6423,533.38607,417.9384,417.33829000000003,419.73697000000004,448.15448,446.13284,524.77947,481.92155,383.73165,335.87659999999994,196.78180000000003,253.05243,270.08347
CDP4D6DGLCRx,CDP 4 dehydro 6 deoxyglucose reductase ,cdp4dh6doglc_c + h_c + nadh_c --> cdp4dh36ddglc_c + h2o_c + nad_c,,,,,,,,,,,,,,,
CDPABEQS,CDP abequose synthase ,cdp4dh36ddglc_c + h_c + nadh_c --> cdpabeq_c + nad_c,,,,,,,,,,,,,,,
CDPGLC46DH,CDP glucose 4 6 dehydratase,cdpglc_c --> cdp4dh6doglc_c + h2o_c,,,,,,,,,,,,,,,
CDPMEK,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c,1.41012,0.65358,1.21897,1.91422,2.27733,2.24828,1.6270200000000001,2.12708,2.7946400000000002,6.32951,5.38301,6.1313699999999995,46.00307,68.40084,56.77061
CDPPT160,CDPPT160,cdpdhdecg_c + inost_c --> cmp_c + h_c + ptd1ino160_c,15.06269,13.94294,11.493139999999999,14.6757,13.443570000000001,14.181470000000001,14.82399,16.554270000000002,15.88175,34.37273,30.32062,20.47878,106.08537,139.86898,122.84913
CGLYabcpp,L-Cysteinylglycine (Cys-Gly) transport via ABC system (periplasm),atp_c + cgly_p + h2o_c --> adp_c + cgly_c + h_c + pi_c,3.0766400000000003,4.3571599999999995,0.6965600000000001,3.40308,4.70156,4.15068,0.96416,3.32936,1.36324,2.46148,6.591450000000001,5.272969999999999,9.986439999999998,8.69069,16.46193
CGLYtex,L-Cysteinylglycine transport via diffusion (extracellular to periplasm),cgly_e <=> cgly_p,,,,,,,,,,,,,,,
CHLabc,Choline transport via ABC system,atp_c + chol_e + h2o_c --> adp_c + chol_c + h_c + pi_c,492.26165,477.76347,533.9084799999999,489.61535999999995,424.97836,478.36524000000003,436.9461,418.48073999999997,415.51574,556.55697,548.29792,549.2483699999999,72.19699,63.0842,82.92509000000001
CHLabcpp,Choline transport via ABC system (periplasm),atp_c + chol_p + h2o_c --> adp_c + chol_c + h_c + pi_c,340.03229,348.35558000000003,386.06493,340.51876,333.44455000000005,373.21482000000003,341.73512,340.70343,331.47195999999997,384.25376000000006,369.01076,376.46628,43.71111,42.02205,50.92431
CHLt2,Choline transport via proton symport,chol_e + h_e <=> chol_c + h_c,4.93544,4.13931,5.39829,6.0617,6.68505,5.53423,4.0374300000000005,6.751180000000001,4.63502,2.81311,4.174580000000001,11.28173,4.58394,2.45384,2.84622
CHLtex,Choline transport via diffusion (extracellular to periplasm),chol_e <=> chol_p,,,,,,,,,,,,,,,
CHOLD,Choline dehydrogenase,chol_c + nad_c --> betald_c + h_c + nadh_c,27.625619999999998,30.28232,24.37938,37.11462999999999,28.06253,34.070119999999996,28.50304,28.29947,26.37871,18.90061,23.72918,30.656859999999998,17.02605,15.336509999999999,13.38494
CHOLD2,Choline dehydrogenase  FAD dependent ,chol_c + fad_c --> betald_c + fadh2_c,8.58894,8.93219,10.448310000000001,11.80437,8.52161,9.51196,8.9185,11.46776,10.837760000000001,4.13176,8.56887,17.167839999999998,4.0928,1.84038,2.7693
CHOLSabc_1,Choline sulfate transport in via ABC system,atp_c + chols_e + h2o_c --> adp_c + chols_c + h_c + pi_c,319.4573,329.61976,329.81822,320.31309,283.41685,317.35366,285.93425,273.19163,269.24002,279.64108999999996,279.25732,238.5104,14.242939999999999,17.8926,22.53901
CHOLSH,CHOLSH,chols_c + h2o_c --> chol_c + h_c + so4_c,63.90428000000001,69.06111,53.286359999999995,63.70104,66.77705999999999,58.628280000000004,64.29754,62.795230000000004,66.79879,57.317190000000004,59.322959999999995,55.67286,50.587,49.28132,60.616859999999996
CHORM,Chorismate mutase,chor_c --> pphn_c,541.55191,514.14583,481.14451999999994,419.21454,384.05994000000004,363.01109,529.9877100000001,472.12026000000003,524.57499,168.96265,146.76939,116.49608,59.10003,59.30118,57.30908000000001
CHORS,Chorismate synthase,3psme_c --> chor_c + pi_c,21.985120000000002,20.69655,22.98627,26.7991,24.68327,24.21227,25.731070000000003,21.17836,24.19752,107.86533,90.85200999999999,94.79101999999999,515.52904,405.19063,397.31732999999997
CIGAMS,CIGAMS,atp_c + cys__L_c + igam_c --> amp_c + cigam_c + 2.0 h_c + ppi_c,18.139329999999998,13.94294,16.02074,19.24856,18.73284,17.81331,19.46402,20.43851,20.65309,89.84382,90.08301,86.82024,386.36028,360.71475,309.77675
CITACt,Citrate transport via acetate antiport,ac_c + cit_e --> ac_e + cit_c,5.19182,6.97147,8.70692,6.6997800000000005,5.95043,4.66951,6.447830000000001,7.30607,6.74804,4.92295,6.37172,7.23502,9.82272,9.09966,6.8463199999999995
CITL,Citrate lyase,cit_c --> ac_c + oaa_c,93.13232,94.98626,84.97955,126.87036,113.13166,119.67778999999999,98.04320999999999,101.36018999999999,92.56403999999999,162.98478999999998,127.10493,145.06828,227.88709,199.88586,230.77483
CITt14,Citrate transport in via Ca complex,ca2_e + cit_e + h_e --> ca2_c + cit_c + h_c,7.307010000000001,6.753610000000001,6.96554,4.8919,5.65658,5.70718,6.56835,5.91884,5.86193,6.32951,9.55759,10.05545,3.7653800000000004,4.39647,4.84627
CITt2r,Citrate reversible transport via symport,cit_e + h_e --> cit_c + h_c,5.19182,6.97147,8.70692,6.6997800000000005,5.95043,4.66951,6.447830000000001,7.30607,6.74804,4.92295,6.37172,7.23502,9.82272,9.09966,6.8463199999999995
CITt7,Citrate transport via succinate antiport,cit_e + succ_c --> cit_c + succ_e,605.77667,633.75009,644.48639,365.82903,370.10215,366.29704,584.4026,466.01645,654.9007799999999,18.636879999999998,15.48988,12.26275,0.32742,1.22692,1.30772
CITt7pp,Citrate transport via succinate antiport (periplasm),cit_p + succ_c --> cit_c + succ_p,605.77667,633.75009,644.48639,365.82903,370.10215,366.29704,584.4026,466.01645,654.9007799999999,18.636879999999998,15.48988,12.26275,0.32742,1.22692,1.30772
CITtex,Citrate transport via diffusion (extracellular to periplasm),cit_e <=> cit_p,,,,,,,,,,,,,,,
CITt_kt,CITt kt,cit_p + h_p --> cit_c + h_c,99.34968,119.16854,97.51753000000001,142.07779,133.03989,146.13834,126.96806000000001,150.56058,115.12566000000001,55.99855,80.19585000000001,69.28451,106.57651000000001,100.0963,100.54090000000001
CLBtex,Cellobiose transport transport via diffusion extracellular to periplasm ,cellb_e <=> cellb_p,9.99906,10.67506,10.62245,8.08227,11.2397,11.93319,9.58136,11.83769,10.974089999999999,5.3625,5.60272,7.23502,6.5484800000000005,7.668260000000001,5.61552
CLBtpp,Cellobiose transport via permease,cellb_p --> cellb_c,,,,,,,,,,,,,,,
CLt3r_2,Chloride transport via proton antiport (2:1) (periplasm),2.0 cl_e + h_c <=> 2.0 cl_c + h_e,,,,,,,,,,,,,,,
CMCMSAD,4 carboxy 2 hydroxymuconate 6 semialdehyde dehydrogenase,5cmhmsa_c + h2o_c + nad_c --> 5cmhm_c + 2.0 h_c + nadh_c,128.77,91.93624,179.36260000000001,260.44049,162.05743,204.07484,87.07587000000001,82.30892,104.08341999999999,14.593020000000001,14.1716,13.48902,19.48172,17.79036,18.15429
CMLDC,CMLDC,4cml_c + h_c --> 5odhf2a_c + co2_c,5.76869,5.88218,8.70692,5.52997,5.65658,3.97773,5.36315,5.6414,5.11215,19.34016,23.39961,30.779490000000003,2.7831,1.7381400000000002,3.077
CMPtex,CMP transport via diffusion (extracellular to periplasm),cmp_e <=> cmp_p,,,,,,,,,,,,,,,
CO2t,CO2 transporter via diffusion,co2_e <=> co2_c,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
CO2tpp,CO2 transporter via diffusion (periplasm),co2_p <=> co2_c,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
COabc,Cobalt transport via ABC system,atp_c + cobalt2_e + h2o_c --> adp_c + cobalt2_c + h_c + pi_c,3.01254,2.83216,3.48277,3.61575,3.3058,1.3835600000000001,3.6156099999999998,3.51431,3.88524,23.120279999999998,18.0166,13.366389999999999,54.188669999999995,72.59281999999999,63.07845
COALCDH,COALCDH,confrl_c + nad_c --> conialdh_c + h_c + nadh_c,,,,,,,,,,,,,,,
COALDDH,COALDDH,conialdh_c + h2o_c + nad_c --> fer_c + 2.0 h_c + nadh_c,4.67905,3.70359,5.050009999999999,5.84901,4.77504,5.70718,5.48367,6.47374,5.11215,7.2965100000000005,8.459010000000001,8.583919999999999,37.32633,26.58329,21.92361
Cobalt2abcppI,Cobalt II transport via ABC system periplasm I,atp_c + cobalt2_p + h2o_c --> adp_c + cobalt2_c + h_c + pi_c,25.89501,21.132260000000002,26.817320000000002,23.07701,21.67132,18.85098,23.2604,21.548289999999998,24.19752,37.18585,32.9572,27.223290000000002,92.00613,103.26584,117.00283999999999
COBALT2t3pp,Cobalt (Co+2) transport out via proton antiport (periplasm),cobalt2_c + h_p --> cobalt2_p + h_c,372.84974,319.16256,335.04237,273.7337,246.61233,241.60385,396.63208,331.08532,283.14507000000003,34.109,23.72918,20.96929,23.083389999999998,32.411159999999995,29.231479999999998
COBALTt5,COBALTt5,cobalt2_c <=> cobalt2_e,25.89501,26.57872,24.553520000000002,29.564090000000004,27.84214,29.22767,30.9737,28.20699,29.105190000000004,40.70224,37.02192,35.56196,50.75072,61.55053,69.77091999999999
CODH2r,CODH2r,co_c + 2.0 fdox_c + h2o_c --> co2_c + 2.0 fdred_c + 2.0 h_c,87.29953,77.99331,73.13815,86.56536,70.37671,60.01184,70.98642,70.28627,75.04639,50.63605,42.514790000000005,45.61741,2.45568,2.76057,3.7693199999999996
CONFRLtex,CONFRLtex,confrl_e <=> confrl_p,,,,,,,,,,,,,,,
CONFRLtpp,CONFRLtpp,confrl_p <=> confrl_c,,,,,,,,,,,,,,,
COt,COt,co_c <=> co_e,,,,,,,,,,,,,,,
CPMPS,Cyclic pyranopterin monophosphate synthase,gtp_c + h2o_c --> cpmp_c + ppi_c,43.90615,43.78953,44.40531,40.83673,43.48957,45.83036,43.14624,40.784530000000004,45.53223,84.04177,75.47198000000002,66.34145000000001,239.0195,207.86085,193.92779
CPPPGO,Coproporphyrinogen oxidase (O2 required),cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c,50.95677,47.49313,49.45532,47.11112,50.98271,41.50675,59.235690000000005,52.529740000000004,59.50545,84.74505,72.61569,52.36192,87.91334,115.53505,132.69553
CREStex,P-cresol transport vis diffusion (extra-organism to periplasm),4crsol_p <=> 4crsol_e,,,,,,,,,,,,,,,
CRNabc,L-carnitine transport via ABC system,atp_c + crn_e + h2o_c --> adp_c + crn_c + h_c + pi_c,492.26165,477.76347,533.9084799999999,489.61535999999995,424.97836,478.36524000000003,436.9461,418.48073999999997,415.51574,556.55697,548.29792,549.2483699999999,72.19699,63.0842,82.92509000000001
CRNabcpp,L-carnitine transport via ABC system (periplasm),atp_c + crn_p + h2o_c --> adp_c + crn_c + h_c + pi_c,329.71274,340.29482,374.04938,330.30958,323.52716000000004,360.07102000000003,329.9844,332.38006,321.45214,361.83676,355.71802,364.9393,24.22938,21.471120000000003,29.539179999999998
CRNCBCT,Crotonobetainyl-CoA: carnitine CoA transferase,crn_c + ctbtcoa_c <=> crncoa_c + ctbt_c,27.433329999999998,27.014440000000004,20.20006,36.795590000000004,27.695220000000003,30.957109999999997,24.34509,25.155089999999998,21.60736,100.65673000000001,75.03255,86.45236,39.127159999999996,48.15665,48.92426
CRNCDH,Carnityl-CoA dehydratse,crncoa_c <=> ctbtcoa_c + h2o_c,0.6409699999999999,0.8714299999999999,0.69655,1.1698,0.95501,1.21061,1.56676,1.29475,0.5453,1.84611,1.20843,2.82043,1.3097,2.3516,2.69237
CRNDt2rpp,D-carnitine outward transport (H+ antiport),crn__D_p + h_p <=> crn__D_c + h_c,7.5634,8.27862,6.4431199999999995,4.36017,5.73005,7.60957,5.5439300000000005,6.843660000000001,8.04312,61.8885,112.05447,161.86824,796.4588,347.42311,314.85379
CRNt2rpp,L-carnitine outward transport (H+ antiport),crn_p + h_p <=> crn_c + h_c,7.5634,8.27862,6.4431199999999995,4.36017,5.73005,7.60957,5.5439300000000005,6.843660000000001,8.04312,61.8885,112.05447,161.86824,796.4588,347.42311,314.85379
CRNt7,Carnitine/butyrobetaine antiporter,crn_e + gbbtn_c --> crn_c + gbbtn_e,,,,,,,,,,,,,,,
CRNtex,L-carnitine transport via diffusion (extracellular to periplasm),crn_e <=> crn_p,,,,,,,,,,,,,,,
CRO4abcpp,Chromate transport via ABC system (periplasm),atp_c + cro4_p + h2o_c --> adp_c + cro4_c + h_c + pi_c,4.03808,4.13931,5.746569999999999,8.18861,8.00737,7.43663,5.72471,9.89557,4.22605,6.68115,10.65616,14.71529,6.71219,4.80544,3.077
CRO4t3pp,Chromate transport out via proton antiport (cytoplasm to periplasm),cro4_c + h_p --> cro4_p + h_c,5.25592,3.26788,5.92071,5.31728,5.80351,4.49656,4.76055,5.45643,3.8170699999999997,4.13176,6.37172,4.53722,12.11469,14.314079999999999,11.84644
CS,Citrate synthase,accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c,202.67334,163.61166,213.49374,223.11317,214.80323,244.8898,185.66142000000002,205.67981,188.53617,726.39871,959.4938899999999,1160.4236,5208.66048,3053.90841,2874.68512
CSND,Cytosine deaminase,csn_c + h2o_c + h_c --> nh4_c + ura_c,30.381780000000003,24.182290000000002,30.300089999999997,30.202170000000002,22.18556,26.28761,37.903620000000004,33.385979999999996,27.53746,30.68052,23.839039999999997,23.29922,29.304439999999996,35.47847,39.69327
CSNt2,Cytosine transport in via proton symport,csn_e + h_e --> csn_c + h_c,154.34454,137.03293,139.48488999999998,140.69529,111.51548999999999,135.5887,107.68483,127.62507,124.05488999999999,10.54918,21.86161,27.46855,5.4025,5.52114,6.53862
CTBTabc,Crotonobetaine transport in via ABC system,atp_c + ctbt_e + h2o_c --> adp_c + ctbt_c + h_c + pi_c,319.4573,329.61976,329.81822,320.31309,283.41685,317.35366,285.93425,273.19163,269.24002,279.64108999999996,279.25732,238.5104,14.242939999999999,17.8926,22.53901
