,name,reaction,glu FBA flux,glu pFBA flux,WT-Glu-R1-T1 transcripts,WT-Glu-R2-T1 transcripts,WT-Glu-R3-T1 transcripts,WT-Glu-R1-T2 transcripts,WT-Glu-R2-T2 transcripts,WT-Glu-R3-T2 transcripts,WT-Glu-R1-T1 E-Flux2 flux,WT-Glu-R2-T1 E-Flux2 flux,WT-Glu-R3-T1 E-Flux2 flux,WT-Glu-R1-T2 E-Flux2 flux,WT-Glu-R2-T2 E-Flux2 flux,WT-Glu-R3-T2 E-Flux2 flux
LALDO,D-Lactaldehyde NAD+ oxidoreductase (glutathione-formylating),gthrd_c + lald__D_c + nad_c <=> h_c + lgt__S_c + nadh_c,0.0,0.0,2.8939782789004,2.40091626484968,2.38610175778535,4.04785579318077,3.02333607813264,2.64563519071552,0.0,0.0,0.0,0.0,0.0,8.881784197001252e-16
LALDO2x,D-Lactaldehyde:NAD+ 1-oxidoreductase,h_c + mthgxl_c + nadh_c --> lald__D_c + nad_c,0.0,0.0,5.32118586765557,6.46913549140054,4.86397666010091,4.14905218801028,6.3028870781409205,6.079331927601629,0.0,0.0,0.0,0.0,0.0,0.0
LALGP,L-alanyl-gamma-L-glutamate peptidase,LalaLglu_c + h2o_c --> ala__L_c + glu__L_c,0.0,0.0,150.90696412395098,185.20401298576598,130.684957811013,95.83298590355459,233.77049471933998,186.545426000665,0.0,0.0,0.0,0.0,0.0,0.0
LAT,R00457,akg_c + lys__L_c <=> L2aadp6sa_c + glu__L_c,0.0,0.0,38.0884883158504,35.8803597358092,42.6745122065457,55.354427971747,32.3343231407067,41.1480707321925,0.0,0.0,0.0,0.0,0.0,0.0
LCADi,Lactaldehyde dehydrogenase,h2o_c + lald__L_c + nad_c --> 2.0 h_c + lac__L_c + nadh_c,0.0,0.0,146.5193196365863,168.39759913181805,159.5934983380283,87.53488152753407,144.96640279724113,76.83600075163164,0.0,0.0,0.0,0.0,0.0,0.0
LCARR,"Lacaldehyde reductase (R-propane-1,2-diol forming)",h_c + lald__D_c + nadh_c <=> 12ppd__R_c + nad_c,0.0,0.0,11.76262139165968,12.338041916588661,11.56341621080594,11.738781800224222,14.143063687535719,14.63542871459651,0.0,0.0,0.0,0.0,0.0,0.0
MCTP1Bpp,Murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm),murein5p5p_p --> alaala_p + murein5px3p_p,0.0,0.0,1036.4176403984595,1053.3353190843313,1005.0994788948154,908.0352508052756,1000.3655409712765,944.4917630854418,0.0,0.0,0.0,0.0,0.0,0.0
MCTP2App,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p,0.0,0.0,1200.7676003985935,1216.5309329756424,1235.6336179546922,1159.3058991669716,1158.8088486591766,1240.690324224699,0.0,0.0,0.0,0.0,0.0,0.0
MDDCP1pp,"Murein D,D-carboxypeptidase (murein5px4p) (periplasm)",h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p,0.0,0.0,12.416100357863,10.6040468364194,9.08554130849038,9.20887192948624,9.2237371875233,13.3407561744591,0.0,0.0,0.0,0.0,0.0,0.0
NDPK7,Nucleoside-diphosphate kinase (ATP:dCDP),atp_c + dcdp_c <=> adp_c + dctp_c,0.0,0.0,264.052179415154,214.348468756302,212.54660273195702,187.31452682944,178.37682860982605,211.988555919886,0.11767008867006781,0.1484553624018295,0.12521023572258594,0.14294707549352684,0.15379766366925676,0.18782327920142933
NAabc,,atp_c + h2o_c + na1_e --> adp_c + h_c + na1_c + pi_c,0.0,0.0,200.38465727934508,194.34083321588807,224.5688846654141,263.0094301619204,205.02318048489266,290.56955009518094,0.0,0.0,0.0,0.0,0.0,0.0
NAabcO,Sodium transport out via ABC system,atp_c + h2o_c + na1_c --> adp_c + h_c + na1_e + pi_c,0.0,0.0,66.8415628287963,74.3617120918722,59.285451366513,51.306572178566206,75.9421028439418,59.3297764045566,0.0,0.0,0.0,0.0,0.0,0.0
NAt,Sodium transport (uniport),na1_e --> na1_c,0.0,0.0,33.3274272763691,31.278603561514,34.965568066008395,38.3534336403878,33.9740986407108,31.241011294619497,28.120809706511928,23.689909952290947,29.341669731666116,25.898321973829404,29.91456556803848,11.293102073271042
NAt3_1,Sodium proton antiporter  HNA is 11 ,h_e + na1_c --> h_c + na1_e,0.0,0.0,313.90328912266466,343.6644864658452,300.46527519189425,307.8394330713974,301.257505141386,268.33495647108276,3.016462843631614,2.741916112009191,3.1924412550660426,2.860980427327424,3.269785320260348,1.427042830535334
NAt3_2,Sodium proton antiporter (H:NA is 2),2.0 h_e + na1_c --> 2.0 h_c + na1_e,0.0,0.0,49.47769315539388,55.754611039287106,39.09535956986775,43.61564617152278,52.1653580938818,40.9229102904295,34.15373539377516,29.17374217630933,35.72655224179789,31.620282828484243,36.45413620855918,14.147187734341712
NAt3_2pp,Sodium proton antiporter (H:NA is 2) (periplasm),2.0 h_p + na1_c --> 2.0 h_c + na1_p,0.0,0.0,272.3140206307246,262.63356252716846,262.56296650091906,254.7113257858997,238.58733525060268,257.020644272491,0.0,0.0,0.0,0.0,0.0,0.0
NAt3pp,Sodium transport out via proton antiport (cytoplasm to periplasm),h_p + na1_c --> h_c + na1_p,0.0,0.0,42.336101596172,63.4908967815806,37.0763503902032,21.251242914199,57.49462846889521,24.9928090356956,0.0,0.0,0.0,0.0,1.1101044336787628e-16,0.0
NBAHH_ir,Nalpha-(beta-alanyl)-L-histidine hydrolase IR,carn_c + h2o_c --> ala_B_c + his__L_c,0.0,0.0,6.11469604090246,5.668830069783982,7.8007172850675,6.67896205874826,5.2267844062632,6.6422330320091785,0.0,0.0,0.0,0.0,0.0,0.0
NDPK8,Nucleoside-diphosphate kinase (ATP:dADP),atp_c + dadp_c <=> adp_c + datp_c,0.11529057123005444,0.0,264.052179415154,214.348468756302,212.54660273195702,187.31452682944,178.37682860982605,211.988555919886,0.11396443869326824,0.14378022688984232,0.1212671324892619,0.13844540618254841,0.14895428915285103,0.18190837475900376
NAPRT,NAPRTase (rev),h_c + nac_c + prpp_c <=> nicrnt_c + ppi_c,0.0,0.0,105.58353011084999,99.8381013466661,102.41882929571,93.4042724276462,100.692464297129,101.941390008209,0.0,0.0,0.0,0.0,0.0,0.0
NFMLDF,N Formyl maleate deformylase,h2o_c + nfmalm_c --> for_c + h_c + malm_c,0.0,0.0,5.92798776484436,5.802214306720071,6.974758984295652,7.387336822554902,5.48299932813885,9.73818910625075,0.0,0.0,0.0,0.0,0.0,0.0
NH3c,Ammomnium proton dissociation,h_c + nh3_c <=> nh4_c,0.0,0.0,inf,inf,inf,inf,inf,inf,1.084691048676389,1.0436226118263459,2.787110130714188,4.935731691079027,3.051109271231137,3.223191728695671
NH4OHDs,NH4OH dissociation,h_c + nh4oh_c <=> h2o_c + nh4_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
NH4tex,Ammonia transport via diffusion (extracellular to periplasm),nh4_e <=> nh4_p,0.0,0.0,inf,inf,inf,inf,inf,inf,11.099058760589006,14.002834608213067,11.810272087097701,14.072298062705965,14.506739355762122,17.716155702991614
NH4tpp,Ammonia reversible transport (periplasm),nh4_p <=> nh4_c,0.0,0.0,inf,inf,inf,inf,inf,inf,11.099058760589006,14.002834608213067,11.810272087097701,14.072298062705965,14.506739355762122,17.716155702991614
NHFRBO,NADH:flavorubredoxin oxidoreductase,h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c,0.0,0.0,11.3892048395435,9.13682023012241,12.389374511577802,11.030407036417598,9.941138968775109,7.7680352408243,0.0,0.0,0.0,0.0,0.0,0.0
NI2abcpp,Nickle (Ni+2) ABC transporter (periplasm),atp_c + h2o_c + ni2_c --> adp_c + h_c + ni2_p + pi_c,0.0,0.0,2.00711396762447,3.1345295679982,2.11078232419474,2.02392789659038,2.40842026563108,2.9270857429193,0.0,0.0,0.0,0.0,0.0,0.0
NI2t3pp,Nickle (Ni+2) transport out via proton antiport (periplasm),h_p + ni2_c --> h_c + ni2_p,0.0,0.0,39.7688628003732,29.944761192153006,44.4182019526197,55.4556243665765,35.408902203214396,45.3698290152492,0.0,0.0,0.0,0.0,0.0,0.0
NARK,"Nitrite transport, extracellular",no2_c <=> no2_e,0.0,0.0,35.894666072167766,38.214583882190894,37.1681235347334,31.06729321266243,36.433761890716966,34.50583770018337,0.0,0.0,0.0,0.0,0.0,0.0
NAKtr,NAKtr,k_c + na1_e --> k_e + na1_c,0.0,0.0,50.6912969497715,51.0194706280558,62.5892845696004,68.1051737202664,52.780273906383286,69.856027056978,9.049388530894843,8.225748336027568,9.577323765198344,8.582941281982263,9.809355960781046,4.281128491606002
NI2tex,Nickel transport via diffusion (extracellular to periplasm),ni2_e <=> ni2_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
NADH5,NADH dehydrogenase (ubiquinone-8 ),h_c + nadh_c + q8_c --> nad_c + q8h2_c,0.0,0.0,1965.8981156846485,1963.7494282916396,1702.7589236134402,1715.9872671241533,2481.6977332875153,2022.785118688564,24.223332133920927,27.776171016519452,23.506766858816263,47.17732660988299,38.253136148327236,38.554295484675535
M_Xylt1,M xylene  outer membrane porin transport,m_xyl_e <=> m_xyl_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
Mn2t,,2.0 h_c + mn2_e <-- 2.0 h_e + mn2_c,0.0,0.0,3.36074896904562,5.201985240507652,7.066532128825848,61.527408056347596,71.1765052970548,38.6713058727992,0.0,0.0,0.0,0.0,0.0,0.0
N2Otex,Nitrious oxide transport via diffusion (extracellular to periplasm),n2o_e <=> n2o_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
N2Otpp,Nitrious oxide transport (diffusion),n2o_p <=> n2o_c,0.0,0.0,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0
NABTNO,N4 AcetylaminobutanalNAD oxidoreductase,h2o_c + n4abutn_c + nad_c --> 4aabutn_c + 2.0 h_c + nadh_c,0.0,0.0,20.958003987520627,18.407024697180926,21.7502352536588,14.268691670962198,17.986287515670433,15.592360592089362,0.0,0.0,0.0,0.0,0.0,0.0
NACHY,Nicotinic acid 6 Hydroxylase,nac_c + 0.5 o2_c --> 6hnac_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
NADDP,NAD diphosphatase,h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c,0.0,0.0,399.60238783332795,384.01321813901404,425.27675175297406,348.014401818716,453.96159857927097,440.97672519288096,0.0,0.0,0.0,0.0,0.0,0.0
NADH10,NADH dehydrogenase (menaquinone-8 & 0 protons),h_c + mqn8_c + nadh_c --> mql8_c + nad_c,0.0,0.0,20.58458743540441,21.74163062058329,22.025554687249365,25.197902312550227,19.72854898442482,25.66829036098468,0.8596370800403696,0.0,1.824708393018227,15.1053099397283,1.5894146707115737,0.0
NADH9,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c,0.0,0.0,20.58458743540441,21.74163062058329,22.025554687249365,25.197902312550227,19.72854898442482,25.66829036098468,0.0004351671280225815,0.0,0.0004630520746174982,0.000528646396083761,0.0005687740049552898,0.0
NADTRHD,NAD transhydrogenase,nad_c + nadph_c --> nadh_c + nadp_c,0.0,0.0,16.0102346719812,19.2073301187975,10.553911620973699,16.090226777893502,25.416520250064202,13.5096265057814,0.0,0.0,0.0,0.0,0.0,0.0
NADHHR,NADH hydratase,h2o_c + nadh_c --> nadhx__R_c,0.0,0.0,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0
NADHXD,NADHX dehydratase,adp_c + nadhx__S_c --> amp_c + h_c + nadh_c + pi_c,0.0,0.0,58.066273854066104,48.218401652397795,73.6020619132251,79.8439555204906,67.53825340642061,55.3331785632629,0.0,0.0,0.0,0.0,0.0,0.0
NADHXE,NADHX epimerase,nadhx__S_c <=> nadhx__R_c,0.0,0.0,58.066273854066104,48.218401652397795,73.6020619132251,79.8439555204906,67.53825340642061,55.3331785632629,0.0,0.0,0.0,0.0,0.0,0.0
NADPHHR,NADPH hydratase,h2o_c + nadph_c --> nadphx__R_c,0.0,0.0,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,0.0,0.0,0.0
NADPHQR2,NADPH Quinone Reductase (Ubiquinone-8),h_c + nadph_c + q8_c --> nadp_c + q8h2_c,0.0,0.0,35.14783296793549,31.81214050925835,33.77251718711575,49.18144788714629,45.0425832657388,36.58857178649124,0.0,0.0,0.0,5.1654574801261175,0.0,0.0
NADPHQR3,NADPH Quinone Reductase (Menaquinone-8),h_c + mqn8_c + nadph_c --> mql8_c + nadp_c,0.0,0.0,4.80773810849582,6.33575125446445,5.414615527282151,6.07178368977115,4.8680835156373,5.009819829227268,0.0,0.0,0.0,0.0,0.0,0.0
NADPHXD,NADPHX dehydratase,adp_c + nadphx__S_c --> amp_c + h_c + nadph_c + pi_c,0.0,0.0,58.066273854066104,48.218401652397795,73.6020619132251,79.8439555204906,67.53825340642061,55.3331785632629,0.0,0.0,0.0,0.0,0.0,0.0
NADPHXE,NADPHX epimerase,nadphx__R_c <=> nadphx__S_c,0.0,0.0,58.066273854066104,48.218401652397795,73.6020619132251,79.8439555204906,67.53825340642061,55.3331785632629,0.0,0.0,0.0,0.0,0.0,0.0
NI2t4pp,Nickel transport out via antiport (periplasm),h_p + k_p + ni2_c --> h_c + k_c + ni2_p,0.0,0.0,63.2941055836926,47.35140411231321,52.9531043939288,34.7103634265251,41.6093033126051,28.2013453308187,0.0,0.0,0.0,0.0,0.0,0.0
NI2tpp,Nickel (+2) transport in via permease (no H+),ni2_p --> ni2_c,0.0,0.0,29.033136927033,22.2084754498596,30.0098182613773,45.437181278454105,25.416520250064202,33.042294828723605,0.0,0.0,0.0,0.0,0.0,0.0
MYCTR2,MYCTR2,gthox_c + 2.0 msh_c --> 2.0 gthrd_c + mssg_c,0.11903934152631965,0.0,198.564251587779,181.60263858849098,203.185741989876,221.92369386113603,232.13071921933602,224.484960437734,20.83208554583598,42.381531299874204,21.522180239326104,35.43955812727042,26.92883258118045,41.002874117814684
NTP1,Nucleoside-triphosphatase (ATP),atp_c + h2o_c --> adp_c + h_c + pi_c,0.0,0.0,105.3034676967629,131.5168576189879,91.4978250966153,107.0657857296313,222.5482811411875,91.1336888035836,0.0,0.0,0.0,0.0,0.0,0.0
NTD2,5'-nucleotidase (UMP),h2o_c + ump_c --> pi_c + uri_c,0.0,0.0,852.0432177910949,909.1469589564134,1003.9064280159233,770.6105466267884,606.7681779859079,899.2345142910747,0.0,0.0,0.0,0.0,0.0,0.0
NTD3,5'-nucleotidase (dCMP),dcmp_c + h2o_c --> dcyt_c + pi_c,0.0,0.0,32.5805941721367,33.3460592340234,46.43721113228421,27.8290085781178,32.436809109456895,27.300703563766604,0.0,0.0,0.0,0.0,0.0,0.0
NTD4,5'-nucleotidase (CMP),cmp_c + h2o_c --> cytd_c + pi_c,0.0,0.0,170.5113331100507,196.4749810068654,160.7865492169212,104.33348306923432,168.1794747191749,189.4162216331436,0.0,0.0,0.0,0.0,0.0,0.0
NTD5,5'-nucleotidase (dTMP),dtmp_c + h2o_c --> pi_c + thymd_c,0.0,0.0,714.1124788531808,746.0180371835714,889.5570899312863,694.1060721356719,471.0255123761898,737.1189962216977,0.0,0.0,0.0,0.0,0.0,0.0
NTD6,5'-nucleotidase (dAMP),damp_c + h2o_c --> dad_2_c + pi_c,0.0,0.0,32.5805941721367,33.3460592340234,46.43721113228421,27.8290085781178,32.436809109456895,27.300703563766604,0.0,0.0,0.0,0.0,0.0,0.0
NTD7,5'-nucleotidase (AMP),amp_c + h2o_c --> adn_c + pi_c,0.0,0.0,170.5113331100507,196.4749810068654,160.7865492169212,104.33348306923432,168.1794747191749,189.4162216331436,0.0,0.0,0.0,0.0,0.0,0.0
NTD8,5'-nucleotidase (dGMP),dgmp_c + h2o_c --> dgsn_c + pi_c,0.0,0.0,32.5805941721367,33.3460592340234,46.43721113228421,27.8290085781178,32.436809109456895,27.300703563766604,0.0,0.0,0.0,0.0,0.0,0.0
NTD9,5'-nucleotidase (GMP),gmp_c + h2o_c --> gsn_c + pi_c,0.0,0.0,170.5113331100507,196.4749810068654,160.7865492169212,104.33348306923432,168.1794747191749,189.4162216331436,0.0,0.0,0.0,0.0,0.0,0.0
NTP10,Nucleoside-triphosphatase (ITP),h2o_c + itp_c --> h_c + idp_c + pi_c,0.0,0.0,25.9991274410891,21.2080936728389,33.6807440425856,18.8225294382906,17.6275866250445,18.463156224567896,0.0,0.0,0.0,0.0,0.0,0.0
NTD11,5'-nucleotidase (IMP),h2o_c + imp_c --> ins_c + pi_c,0.0,0.0,32.5805941721367,33.3460592340234,46.43721113228421,27.8290085781178,32.436809109456895,27.300703563766604,0.0,0.0,0.0,0.0,0.0,0.0
NTP3,Nucleoside-triphosphatase (GTP),gtp_c + h2o_c --> gdp_c + h_c + pi_c,0.0,0.0,8948.507577843138,12750.86612990586,8830.595512985465,7325.708218103721,12340.79668407804,9290.682728246733,0.0,0.0,0.0,0.0,0.0,0.0
NTP5,Nucleoside-triphosphatase (CTP),ctp_c + h2o_c --> cdp_c + h_c + pi_c,0.0,0.0,373.7899686682972,303.7159075034849,369.8457724567296,335.2636560701966,390.1128400478605,322.14830205244493,0.0,0.0,0.0,0.0,0.0,0.0
NTPP1,Nucleoside triphosphate pyrophosphorylase (dgtp),dgtp_c + h2o_c --> dgmp_c + h_c + ppi_c,0.0,0.0,36.174728486255,32.4123695754707,47.263169433056,49.0802514923168,35.8700890625906,31.803912399027,0.0,0.0,0.0,0.0,0.0,0.0
NTPP10,Nucleoside triphosphate pyrophosphorylase (ditp),ditp_c + h2o_c --> dimp_c + h_c + ppi_c,0.0,0.0,186.054797091887,169.06452031649872,215.575116501454,185.9989736966558,195.7994432973696,192.849918370029,0.0,0.0,0.0,0.0,0.0,0.0
NTPP11,Nucleoside triphosphate pyrophosphorylase (xtp),h2o_c + xtp_c --> h_c + ppi_c + xmp_c,0.0,0.0,149.880068605632,136.652150741028,168.311947068398,136.91872220433902,159.929354234779,161.04600597100202,0.0,0.0,0.0,0.0,0.0,0.0
NTPP2,Nucleoside triphosphate pyrophosphorylase (gtp),gtp_c + h2o_c --> gmp_c + h_c + ppi_c,0.0,0.0,36.174728486255,32.4123695754707,47.263169433056,49.0802514923168,35.8700890625906,31.803912399027,0.0,0.0,0.0,0.0,0.0,0.0
NTPP3,Nucleoside triphosphate pyrophosphorylase (dctp),dctp_c + h2o_c --> dcmp_c + h_c + ppi_c,0.0,0.0,388.5865995459002,362.73843234770686,413.43801610857804,355.19934585161246,341.4832478758623,324.4561965805164,0.0,0.0,0.0,0.0,0.0,0.0
NTPP4,Nucleoside triphosphate pyrophosphorylase (ctp),ctp_c + h2o_c --> cmp_c + h_c + ppi_c,0.0,0.0,282.39626753786126,259.76580143304267,303.4937889613913,275.4565867259514,261.2367343444096,237.1502352869041,0.0,0.0,0.0,0.0,0.0,0.0
NTD12,5'-nucleotidase (dIMP),dimp_c + h2o_c --> din_c + pi_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
NTD10,5'-nucleotidase (XMP),h2o_c + xmp_c --> pi_c + xtsn_c,0.0,0.0,32.5805941721367,33.3460592340234,46.43721113228421,27.8290085781178,32.436809109456895,27.300703563766604,0.0,0.0,0.0,0.0,0.0,0.0
NI2uabcpp,"Nickel transport via ABC system (uptake, periplasm)",atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c,0.0,0.0,123.97429530257158,107.77446344436366,134.5394298812814,126.59668993172822,110.06993043777814,92.54094156460249,0.0,0.0,0.0,0.0,0.0,0.0
NO3abcpp,Nitrate transport via ABC system (periplasm),atp_c + h2o_c + no3_p --> adp_c + h_c + no3_c + pi_c,0.0,0.0,5.50789414371366,7.136056676081012,7.066532128825862,4.4526413724988405,8.813793312522265,6.979973694653722,0.0,0.0,0.0,0.0,0.0,0.0
NIabc,Nickel transport via ABC system,atp_c + h2o_c + ni2_e --> adp_c + h_c + ni2_c + pi_c,0.0,0.0,5.97466483385889,7.736285742293431,6.24057382805401,5.76819450528259,7.37898975001864,8.44351656611337,0.0,0.0,0.0,0.0,0.0,0.0
NMNAT,Nicotinamide-nucleotide adenylyltransferase,atp_c + h_c + nmn_c --> nad_c + ppi_c,0.0,0.0,142.27170635626499,170.331670567392,128.02353661963699,126.19190435241,145.22261771911698,124.851464957596,0.0,0.0,0.0,0.0,0.0,0.0
NMNDA,Nicotinamide-nucleotide amidase,h2o_c + nmn_c --> nh4_c + nicrnt_c,0.0,0.0,40.6557271116492,36.0804360912133,47.26316943305601,40.3773615369782,35.20393026571388,42.273872941007596,0.0,0.0,0.0,0.0,0.0,0.0
NMNHYD,Nicotinamide ribonucleotide phosphohydrolase,h2o_c + nmn_c --> pi_c + rnam_c,0.0,0.0,32.5805941721367,33.3460592340234,46.43721113228421,27.8290085781178,32.436809109456895,27.300703563766604,0.0,0.0,0.0,0.0,0.0,0.0
NMO,Nitronate Monooxygenase,etha_c + fmnh2_c + o2_c --> acald_c + fmn_c + 6.0 h_c + no2_c,0.0,0.0,17.597255018475007,18.940561644925285,21.19959638647752,19.53090420209719,21.52205343755437,17.506224347075065,0.0,0.0,0.0,0.0,0.0,0.0
NMTHDA,N methylhydantoinase  ATP hydrolysing ,atp_c + 2.0 h2o_c + mthd_c --> Ncarbsar_c + adp_c + 2.0 h_c + pi_c,0.0,0.0,2.19382224368256,1.60061084323312,2.11078232419474,1.41674952761327,1.4348035625036202,1.74499342366343,0.0,0.0,0.0,0.0,0.0,0.0
NNAM,Nicotinamidase,h2o_c + ncam_c --> nac_c + nh4_c,0.0,0.0,45.27675694408693,37.347586342106176,42.215646483894716,40.7821471162961,45.35004117198959,45.482409236130664,0.0,0.0,0.0,0.0,0.0,0.0
NO3abc,,atp_c + h2o_c + no3_e --> adp_c + h_c + no3_c + pi_c,0.0,0.0,175.27239414953263,142.72113352162037,168.58726650198827,115.26269371082228,121.65084490655738,144.32784317009745,0.0,0.0,0.0,0.0,0.0,0.0
NO3t,"Nitrate transport, extracellular",no3_e <=> no3_c,0.0,0.0,26.2325127861616,26.543463150282697,22.851512988021298,22.36440325732378,28.6448282656973,22.12201340321707,0.0,0.0,0.0,0.0,0.0,0.0
NTD1,5'-nucleotidase (dUMP),dump_c + h2o_c --> duri_c + pi_c,0.0,0.0,681.5318846810442,712.671977949548,843.1198787990021,666.277063557554,438.5887032667329,709.818292657931,0.0,0.0,0.0,0.0,0.0,0.0
NO3tex,Nitrate transport via diffusion (extracellular to periplasm),no3_e <=> no3_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
NODOx,Nitric oxide dioxygenase,nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c,0.0,0.0,784.408144789051,777.0298722712129,1125.0469787957957,626.8104695740419,531.3385049857176,3063.870711290338,0.0,0.0,0.0,0.0,0.0,0.0
NODOy,Nitric oxide dioxygenase,nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c,0.0,0.0,784.408144789051,777.0298722712129,1125.0469787957957,626.8104695740419,531.3385049857176,3063.870711290338,0.0,0.0,0.0,0.0,0.0,0.0
NOt,NO transport (diffusion),no_e <=> no_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
NP1_1,Nucleotide phosphatase,nicrns_c + pi_c <=> h_c + nac_c + r1p_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
NPHSa,Naphthoate synthase a,h_c + sbzcoa_c --> 14dh2napcoa_c + h2o_c,0.000440230894355599,0.0,2.4738846577697005,1.66730296170117,1.5601434570135,1.61914231727231,2.92085010938238,1.6324132027819198,0.00010879178200566657,0.0001372542810721658,0.00011576301865437455,0.00013216159902094024,0.00014219350123882246,0.00017365185560402194
NPHSb,Naphthoate synthase b,14dh2napcoa_c + h2o_c --> coa_c + dhna_c + h_c,0.000440230894355599,0.0,,,,,,,0.00010879178200566657,0.0001372542810721658,0.00011576301865437455,0.00013216159902094024,0.00014219350123882246,0.00017365185560402194
NT5C,5'-nucleotidase,h2o_c + nicrnt_c --> nicrns_c + pi_c,0.0,0.0,32.5805941721367,33.3460592340234,46.43721113228421,27.8290085781178,32.436809109456895,27.300703563766604,0.0,0.0,0.0,0.0,0.0,0.0
M_XYLtpp,Passive diffusion,m_xyl_p <=> m_xyl_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
MYCTR,MYCTR,2.0 msh_c + nadp_c <=> h_c + mssg_c + nadph_c,-0.11903934152631965,0.0,198.564251587779,181.60263858849098,203.185741989876,221.92369386113603,232.13071921933602,224.484960437734,-20.83208554583601,-42.38153129987421,-21.522180239326104,-35.4395581272704,-26.928832581180473,-41.002874117814656
MDDCP2pp,"Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)",h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p,0.0,0.0,12.416100357863,10.6040468364194,9.08554130849038,9.20887192948624,9.2237371875233,13.3407561744591,0.0,0.0,0.0,0.0,0.0,0.0
MG2tpp,Magnesium (+2) transport in via diffusion,mg2_p --> mg2_c,0.0,0.0,29.033136927033,22.2084754498596,30.0098182613773,45.437181278454105,25.416520250064202,33.042294828723605,0.012594424578129948,0.015889423439045945,0.013401459011725174,0.015299862363624019,0.016461218796274872,0.020103036809567505
METSR_S1,L methionine S oxide reductase  trdrd ,metox_c + trdrd_c --> h2o_c + met__L_c + trdox_c,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
METSRabc,L methionine R oxide transport via ABC system,atp_c + h2o_c + metox__R_e --> adp_c + h_c + metox__R_c + pi_c,0.0,0.0,112.3517051179555,93.36896585526557,120.13104619003904,117.79260358156007,95.56816585961647,83.4782337836408,0.0,0.0,0.0,0.0,0.0,0.0
METSabc,L methionine S oxide transport via ABC system,atp_c + h2o_c + metox_e --> adp_c + h_c + metox_c + pi_c,0.0,0.0,112.3517051179555,93.36896585526557,120.13104619003904,117.79260358156007,95.56816585961647,83.4782337836408,0.0,0.0,0.0,0.0,0.0,0.0
METabc,L-methionine transport via ABC system,atp_c + h2o_c + met__L_e --> adp_c + h_c + met__L_c + pi_c,0.0,0.0,240.7136449078924,222.81836780174424,242.64819413786375,246.91920338402693,271.6903031569363,243.3421474353873,0.0,0.0,0.0,0.0,0.0,0.0
METabcpp,L-methionine transport via ABC system (periplasm),atp_c + h2o_c + met__L_p --> adp_c + h_c + met__L_c + pi_c,0.0,0.0,229.41779420637806,300.3813015800825,159.40995204896814,167.07524786353616,283.7836474694667,443.17203950007064,0.0,0.0,0.0,0.0,0.0,0.0
METtex,L-methionine transport via diffusion (extracellular to periplasm),met__L_e <=> met__L_p,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
MFUMt8,Na+/fumarate symporter,fum_e + na1_e --> fum_c + na1_c,0.0,0.0,9.428767940933561,12.0045813242484,9.81972646473203,6.780158453577781,8.30136346877097,7.20513413641674,0.0,0.0,0.0,0.0,0.0,0.0
