name,genes,reaction_id,reaction
Vanillinproton symport transport,WP_005250559_1,VNLNpp,h_p + vanln_p --> h_c + vanln_c
Vanillateproton symport transport,WP_005250559_1,VANKpp,h_p + vanlt_p --> h_c + vanlt_c
2-Oxogluterate dehydrogenase,WP_005250553_1,AKGDH,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c
,WP_005250553_1,AAAN,acald_c + accoa_c + h_c + nadh_c <=> actn__S_c + coa_c + nad_c
"Glycine cleavage system, cytosol",WP_005250550_1,GLYCL_2,co2_c + mlthf_c + nadh_c + nh4_c --> gly_c + nad_c + thf_c
D-serine deaminase,WP_005250547_1,SERD_D,ser__D_c --> nh4_c + pyr_c
Carbamoyl-phosphate synthase (glutamine-hydrolysing),WP_005250488_1 or ( WP_005241721_1 and WP_037179238_1 ),CBPS,2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c
Leucine transaminase (irreversible),WP_005250481_1,LEUTAi,4mop_c + glu__L_c --> akg_c + leu__L_c
Branched-chain-amino-acid transaminase,WP_005250481_1,ILETA2,3mop_c + glu__L_c <=> akg_c + ile__L_c
Delta1 piperideine 2 carboxylate reductase,WP_005250477_1,1P2CBXLR,1p2cbxl_c + 2.0 h_c + nadph_c --> nadp_c + pro__L_c
"Glucan hydrolysis by beta-1,4- and beta-1,3 glucosidase",WP_005250470_1 or WP_037179298_1,GLS,glucan4_c + 3.0 h2o_c --> 4.0 glc__D_c
"Glucan hydrolysis by beta-1,4- and beta-1,3 glucosidase",WP_005250470_1 or WP_037179298_1,GLS2,glucan6_c + 5.0 h2o_c --> 6.0 glc__D_c
Exo-xylosidase,WP_005250470_1,XYLOS2,2.0 h2o_c + xyl3_c <=> 3.0 xyl__D_c
Exo-xylosidase,WP_005250470_1,XYLOS1,3.0 h2o_c + xyl4_c <=> 4.0 xyl__D_c
Laminaribiase,WP_005250470_1,LMN2,h2o_c + lmn2_c --> 2.0 glc__D_c
Exo-xylosidase,WP_005250470_1,XYLOS3,h2o_c + xylb_c <=> 2.0 xyl__D_c
Beta-glucosidase,WP_005250470_1,BGLA,cellb_c + h2o_c <=> 2.0 glc__D_c
Beta Alanine transport in via proton symport,WP_005250455_1 or WP_005251210_1,BALAt2r,ala_B_e + h_e --> ala_B_c + h_c
,WP_005250413_1,H2CT,coa_c + h2isocap_c --> h2isocapcoa_c + h2o_c
,WP_005250413_1,ICCT,h2o_c + isocapcoa_c --> coa_c + h_c + isocap_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxyoctanoyl CoA ,WP_005250394_1 or WP_005250675_1,RECOAH3,R_3hocoa_c <=> h2o_c + oc2coa_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxyphenylhexanoyl CoA ,WP_005250394_1 or WP_005250675_1,RECOAH15,R_3hphxacoa_c <=> h2o_c + phxa2coa_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxyphenyloctanoyl CoA ,WP_005250394_1 or WP_005250675_1,RECOAH13,R_3hpoctacoa_c <=> h2o_c + pocta2coa_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxyheptanoyl CoA ,WP_005250394_1 or WP_005250675_1,RECOAH9,R_3hhpcoa_c <=> h2o_c + hp2coa_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxyphenylnonanoyl CoA ,WP_005250394_1 or WP_005250675_1,RECOAH12,R_3hpnonacoa_c <=> h2o_c + pnona2coa_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxynonanoyl CoA ,WP_005250394_1 or WP_005250675_1,RECOAH10,R_3hnonacoa_c <=> h2o_c + nona2coa_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxyphenylpentanoyl CoA ,WP_005250394_1 or WP_005250675_1,RECOAH16,R_3hpptcoa_c <=> h2o_c + ppt2coa_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxyphenylheptanoyl CoA ,WP_005250394_1 or WP_005250675_1,RECOAH14,R_3hphpcoa_c <=> h2o_c + php2coa_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxypentanoyl CoA ,WP_005250394_1 or WP_005250675_1,RECOAH8,R_3hptcoa_c <=> h2o_c + pt2coa_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxy 6 acetylthiohexanoyl CoA,WP_005250394_1 or WP_005250675_1,RECOAH19,R_3h6athcoa_c <=> 6ath2coa_c + h2o_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxyhexanoyl CoA ,WP_005250394_1 or WP_005250675_1,RECOAH2,R_3hhcoa_c <=> h2o_c + hx2coa_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxyphenylbutanoyl CoA ,WP_005250394_1,RECOAH17,R_3hpbcoa_c <=> h2o_c + pb2coa_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxy  7Z  tetradecenyl CoA ,WP_005250394_1,RECOAH21,R_3hcmrs7ecoa_c <=> h2o_c + tde2coa_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxyphenyldecanoyl CoA ,WP_005250394_1,RECOAH11,R_3hpdecacoa_c <=> h2o_c + pdca2coa_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxyhexadecanoyl CoA ,WP_005250394_1,RECOAH7,R_3hhdcoa_c <=> h2o_c + hdd2coa_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxy  5Z  dodedecenyl CoA ,WP_005250394_1,RECOAH22,R_3hcddec5ecoa_c <=> dde2coa_c + h2o_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxy  5Z  tetradecenyl CoA ,WP_005250394_1,RECOAH23,R_3htd5coa_c <=> h2o_c + tded5_2_coa_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxy 5Z 8Z  tetradecedienyl CoA ,WP_005250394_1,RECOAH24,R_3htd58coa_c <=> h2o_c + td58_2_coa_c
3 hydroxyacyl Coa dehydratase   R  3 hydroxy  6Z  dodedecenyl CoA ,WP_005250394_1,RECOAH25,R_3hdd6coa_c <=> dd6_2_coa_c + h2o_c
3 hydroxyacyl Coa dehydratase   R  3 hydroxy  4Z  decenyl CoA ,WP_005250394_1,RECOAH26,R3hdec4coa_c <=> dec4_2_coa_c + h2o_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxydecanoyl CoA ,WP_005250394_1,RECOAH4,R_3hdcoa_c <=> dc2coa_c + h2o_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxy 4 acetylthiobutanoyl CoA,WP_005250394_1,RECOAH20,R_3h4atbcoa_c <=> 4atb2coa_c + h2o_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxydodecanoyl CoA ,WP_005250394_1,RECOAH5,R_3hddcoa_c <=> dd2coa_c + h2o_c
3 hydroxyacyl Coa dehydratase   3R  3 hydroxytetradecanoyl CoA ,WP_005250394_1,RECOAH6,R_3hmrscoa_c <=> h2o_c + td2coa_c
"Acetyl-CoA acyltransferase (hexadecanoyl-CoA), (r)",WP_005250392_1 or WP_226955882_1,ACACT8r,3ohodcoa_c + coa_c <=> accoa_c + pmtcoa_c
Acetyl-CoA C-acyltransferase (butanoyl-CoA) (r),WP_005250392_1 or WP_226955882_1,ACACT2r,accoa_c + btcoa_c <=> 3ohcoa_c + coa_c
Acetyl-CoA C-acyltransferase (tetradecanoyl-CoA) (r),WP_005250392_1 or WP_226955882_1,ACACT7r,accoa_c + tdcoa_c <=> 3ohdcoa_c + coa_c
Acetyl-CoA C-acyltransferase (dodecanoyl-CoA) (r),WP_005250392_1 or WP_226955882_1,ACACT6r,accoa_c + ddcacoa_c <=> 3otdcoa_c + coa_c
Acetyl-CoA C-acyltransferase (octanoyl-CoA) (r),WP_005250392_1 or WP_226955882_1,ACACT4r,accoa_c + occoa_c <=> 3odcoa_c + coa_c
Acetyl-CoA C-acyltransferase (hexanoyl-CoA) (r),WP_005250392_1 or WP_226955882_1,ACACT3r,accoa_c + hxcoa_c <=> 3oocoa_c + coa_c
Acetyl-CoA C-acyltransferase (3-oxovaleryl-CoA),WP_005250392_1 or WP_226955882_1,VCACT,accoa_c + ppcoa_c <=> 3optcoa_c + coa_c
Acetyl-CoA C-acyltransferase (decanoyl-CoA) (r),WP_005250392_1 or WP_025431983_1 or WP_226955882_1,ACACT5r,accoa_c + dcacoa_c <=> 3oddcoa_c + coa_c
Inositol transport in via proton symport,WP_005250354_1 or WP_037178950_1,INSTt2,h_e + inost_e --> h_c + inost_c
GTP cyclohydrolase II (25drapp),WP_005250334_1 or WP_009480441_1 or WP_025433534_1 or WP_187300227_1,GTPCII2,gtp_c + 3.0 h2o_c --> 25drapp_c + for_c + 2.0 h_c + ppi_c
"3,4-Dihydroxy-2-butanone-4-phosphate synthase",WP_005250334_1 or WP_005252658_1 or WP_025433534_1 or WP_187300227_1,DB4PS,ru5p__D_c --> db4p_c + for_c
GTP cyclohydrolase II,WP_005250334_1 or WP_005252658_1 or WP_009480441_1 or WP_025433534_1 or WP_187300227_1,GTPCII,gtp_c + 3.0 h2o_c --> 25dhpp_c + for_c + 2.0 h_c + ppi_c
PREPTHS,WP_005250321_1 or WP_025432546_1 or WP_025433174_1,PREPTHS,arachACP_c + 13.0 h_c + 2.0 malcoa_c + 2.0 mmcoa__S_c + 10.0 nadph_c --> 2.0 co2_c + 4.0 coa_c + 5.0 h2o_c + 10.0 nadp_c + prephthACP_c
Methylisocitrate lyase,WP_005250319_1 or WP_005251848_1 or WP_025433009_1 or WP_025433445_1,MCITL2,micit_c <=> pyr_c + succ_c
N carbamoylsarcosine amidohydrolase,WP_005250317_1,CARBSARAH,Ncarbsar_c + h2o_c + 2.0 h_c --> co2_c + nh4_c + sarcs_c
Pyrazinamidase,WP_005250317_1,PYRZAM,h2o_c + malm_c --> male_c + nh4_c
2 5 dihydroxypyridine dioxygenase,WP_005250304_1,PYRDOX,dhpyr_c + o2_c --> h_c + nfmalm_c
"2,5-diketo-D-gluconate reductase",WP_005250268_1 or WP_025431921_1,DKGLCNR1,25dkglcn_c + h_c + nadph_c --> 2dhguln_c + nadp_c
,WP_005250251_1 or WP_005566972_1 or WP_025431675_1,GLYCS_I,gthrd_c + mthgxl_c --> lgt_s_c
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN,WP_005250222_1 or WP_025433264_1,4CMLCL_kt,4cml_c + h_c --> 5odhf2a_c + co2_c
"Lacaldehyde reductase (R-propane-1,2-diol forming)",WP_005250208_1 or WP_025431806_1,LCARR,h_c + lald__D_c + nadh_c <=> 12ppd__R_c + nad_c
HMR 3951,WP_005250201_1,HMR_3951,na1_c + so3_c <-- na1_e + so3_e
Benzylsuccinyl-CoA dehydrogenase,WP_005250197_1,BZSCD,bzsuccoa_c + fad_c <=> fadh2_c + phitcoa_c
Tartronate semialdehyde reductase,WP_005250132_1 or WP_005250224_1 or WP_005251013_1 or WP_043944109_1,TRSARr,2h3oppan_c + h_c + nadh_c <=> glyc__R_c + nad_c
Tartronate semialdehyde reductase (NADP),WP_005250132_1,TRSARyr,2h3oppan_c + h_c + nadph_c --> glyc__R_c + nadp_c
Xanthine dehydrogenase,WP_005250106_1 or WP_005250254_1 or WP_005250256_1 or WP_005250330_1 or WP_025431638_1,XAND,h2o_c + nad_c + xan_c --> h_c + nadh_c + urate_c
Glutamate dehydrogenase (NAD),WP_005250093_1,GDH1,glu__L_c + h2o_c + nad_c <=> akg_c + 2.0 h_c + nadh_c + nh3_c
L leucine dehydrogenase,WP_005250075_1 or WP_005252725_1,LLEUDr,h2o_c + leu__L_c + nad_c <=> 4mop_c + h_c + nadh_c + nh4_c
Valine dehydrogenase,WP_005250075_1 or WP_005252725_1,VALDHr,h2o_c + nad_c + val__L_c <=> 3mob_c + h_c + nadh_c + nh4_c
Valine dehydrogenase,WP_005250075_1,ILEDHr_1,h2o_c + ile__L_c + nad_c <=> 3mop_c + h_c + nadh_c + nh4_c
NADH peroxidase,WP_005250058_1 and WP_005250059_1,NADHPO,h2o2_c + h_c + nadh_c --> 2.0 h2o_c + nad_c
"Alcohol dehydrogenase (ethanol, NADP)",WP_005250050_1 or WP_025431846_1 or WP_025433158_1,ALCD2y,etoh_c + nadp_c <=> acald_c + h_c + nadph_c
Aldehyde dehydrogenase  formaldehyde  NAD ,WP_005250050_1 or WP_005250245_1 or WP_005250914_1 or WP_005250991_1 or WP_005251153_1 or WP_025433158_1,ALDD1,fald_c + h2o_c + nad_c --> for_c + 2.0 h_c + nadh_c
Gamma glutamyl delta aminovalerate dehydrogenase,WP_005250047_1,GG15DAPDxr,ggbdapal_c + h2o_c + nad_c <=> ggaptn_c + 2.0 h_c + nadh_c
Gamma glutamyl beta aminopropionate dehydrogenase,WP_005250047_1,GGDAPDxr,ggbamppal_c + h2o_c + nad_c <=> ggala_B_c + 2.0 h_c + nadh_c
4 Guanidinobutanoate,WP_005250047_1,GDBTALDH,gdbtal_c + h2o_c + nad_c --> 4gudbutn_c + 2.0 h_c + nadh_c
Gamma glutamyl gamma aminobutyric acid dehydrogenase,WP_005250047_1,GGGABADxr,ggbutal_c + h2o_c + nad_c <=> gg4abut_c + 2.0 h_c + nadh_c
D-Lactaldehyde NAD+ oxidoreductase (glutathione-formylating),WP_005250046_1,LALDO,gthrd_c + lald__D_c + nad_c <=> h_c + lgt__S_c + nadh_c
L erythro 4 Hydroxyglutamate2 oxoglutarate aminotransferase,WP_005250042_1,EHGLAT,akg_c + e4hglu_c --> 4h2oglt_c + glu__L_c
,WP_005250042_1,ASPA2,3sala_c + akg_c + h_c --> 3snpyr_c + glu__L_c
Tyrosine transaminase  irreversible,WP_005250042_1,TYRTAi,34hpp_c + glu__L_c --> akg_c + tyr__L_c
Cysteine transaminase,WP_005250042_1,CYSTA,akg_c + cys__L_c --> glu__L_c + mercppyr_c
Gluconokinase,WP_005250032_1 or WP_005573887_1,GNK,atp_c + glcn_c --> 6pgc_c + adp_c + h_c
Sarcosine oxidase,WP_005250030_1 or ( WP_005252384_1 and WP_005252385_1 and WP_005252386_1 and WP_005252387_1 ),SARCOX,h2o_c + o2_c + sarcs_c --> fald_c + gly_c + h2o2_c
5 dehydro 4 deoxyglucarate dehydratase   decarboxylating ,WP_005250027_1,5DH4DGLCD,5dh4dglc_c + h_c --> 25dop_c + co2_c + h2o_c
Tripeptide (LalaDgluMdap) transport via ABC system (periplasm),WP_005250018_1 or ( WP_005237762_1 and WP_005237763_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_005248478_1 ),3PEPTabcpp,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c
Tetrapeptide (LalaDgluMdapDala) transport via ABC system (periplasm),WP_005250018_1 or ( WP_005237762_1 and WP_005237763_1 ) or ( WP_005237762_1 and WP_005237763_1 and WP_005248478_1 ),4PEPTabcpp,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c
2-oxoisovalerate dehydrogenase (acylating; 4-methyl-2-oxopentaoate),WP_005250011_1 or WP_025433506_1 or ( WP_005250012_1 and WP_025433506_1 ),OIVD1r,4mop_c + coa_c + nad_c <=> co2_c + ivcoa_c + nadh_c
2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxobutanoate),WP_005250011_1 or WP_025433506_1 or ( WP_005250012_1 and WP_025433506_1 ),OIVD2,3mob_c + coa_c + nad_c --> co2_c + ibcoa_c + nadh_c
2-oxoisovalerate dehydrogenase (acylating; 3-methyl-2-oxopentanoate),WP_005250011_1 or WP_025433506_1 or ( WP_005250012_1 and WP_025433506_1 ),OIVD3,3mop_c + coa_c + nad_c --> 2mbcoa_c + co2_c + nadh_c
"2-Oxobutanoate dehydrogenase, cytosolic",WP_005250011_1,OBDHc,2obut_c + coa_c + nad_c --> co2_c + nadh_c + ppcoa_c
3-Methyl-2-oxopentanoate:lipoamide oxidoreductase(decarboxylating and acceptor-2-methylpropanoylating),WP_005250010_1 and WP_005252811_1,3M2OPLOXRD,3mop_c + h_c + lpam_c --> 2mbdhl_c + co2_c
BKDA2,WP_005250010_1 and WP_005252811_1,BKDA2,3mob_c + lpam_c --> 2mpdhl_c + co2_c
Thiamine-phosphate kinase,WP_005250000_1 or WP_080578161_1,TMPK,atp_c + thmmp_c --> adp_c + thmpp_c
Acetamidase,WP_005249999_1,AMID_1,ad_c + h2o_c --> ac_c + nh4_c
Mehler reaction,WP_005249988_1,MEHLER,h_c + nadph_c + 0.5 o2_c --> h2o_c + nadp_c
NADH:flavorubredoxin oxidoreductase,WP_005249988_1,NHFRBO,h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c
Malic enzyme (NADP),WP_005249923_1 or WP_005251018_1,ME2,mal__L_c + nadp_c --> co2_c + nadph_c + pyr_c
Malic enzyme (NAD),WP_005249923_1,ME1,mal__L_c + nad_c --> co2_c + nadh_c + pyr_c
Arsenite transporter via sodium antiport (periplasm),WP_005249897_1,ASO3t4pp,aso3_c + na1_p --> aso3_p + na1_c
Arsenate transporter via sodium antiport (periplasm),WP_005249897_1,ASO4t4pp,aso4_c + na1_p --> aso4_p + na1_c
Arsenate reductase (thioredoxin),WP_005249896_1,ASR2,aso4_c + 2.0 h_c + trdrd_c --> aso3_c + h2o_c + trdox_c
Peroxyureidoacrylate hydrolase,WP_005249858_1,URACPAH,h2o_c + uracp_c --> cbm_c + h_c + poaac_c
Acyl-CoA dehydrogenase (hexadecanoyl-CoA),WP_005249836_1 or WP_005250947_1,ACOAD7,nad_c + pmtcoa_c <=> h_c + hdd2coa_c + nadh_c
Acyl-CoA dehydrogenase (tetradecanoyl-CoA),WP_005249836_1 or WP_005250947_1,ACOAD6,nad_c + tdcoa_c <=> h_c + nadh_c + td2coa_c
Acyl-CoA dehydrogenase (octanoyl-CoA),WP_005249836_1 or WP_005250947_1,ACOAD3,nad_c + occoa_c <=> h_c + nadh_c + oc2coa_c
Acyl CoA dehydrogenase  dodecanoyl CoA ,WP_005249836_1 or WP_005250947_1,ACOAD5_1,ddcoa_c + nad_c <=> h_c + nadh_c + trans_dd2coa_c
Acyl CoA dehydrogenase  decanoyl CoA ,WP_005249836_1 or WP_005250947_1,ACOAD4_1,dccoa_c + nad_c <=> dc2coa_c + h_c + nadh_c
Acyl-CoA dehydrogenase (hexanoyl-CoA),WP_005249836_1 or WP_005250947_1,ACOAD2,h_c + hx2coa_c + nadh_c <=> hxcoa_c + nad_c
Acyl-CoA dehydrogenase (butanoyl-CoA),WP_005249836_1 or WP_005250612_1 or WP_005250947_1,ACOAD1,b2coa_c + h_c + nadh_c --> btcoa_c + nad_c
Myo Inositol 1 phosphate synthase,WP_005249652_1,MI1PS,g6p_c --> mi1p__D_c
1D-myo-inositol-3-phosphate lyase (isomerizing),WP_005249652_1,MI3PS,g6p_c <=> mi3p__D_c
,WP_005249622_1,PPATabc,atp_c + h2o_c + ppat_e --> adp_c + h_c + pi_c + ppat_c
,WP_005249618_1 or WP_005249620_1,PHNO,h2o_c + nad_c + ppat_c <=> 3.0 h_c + nadh_c + pi_c
Succinyl-coA reductase (NADPH),WP_005249488_1,SSCOARy,h_c + nadph_c + succoa_c <=> coa_c + nadp_c + sucsal_c
GTP cyclohydrolase I,WP_005249470_1 or WP_025431746_1,GTPCI,gtp_c + h2o_c --> ahdt_c + for_c + h_c
Nalpha-(beta-alanyl)-L-histidine hydrolase IR,WP_005249453_1,NBAHH_ir,carn_c + h2o_c --> ala_B_c + his__L_c
2 aminoadipate transaminase,WP_005249323_1 or WP_005252457_1,AATA,2oxoadp_c + glu__L_c <=> L2aadp_c + akg_c
N-acetylneuraminate proton symport (periplasm),WP_005249307_1,ACNAMt2pp,acnam_p + h_p --> acnam_c + h_c
5-Oxoproline amidohydrolase (ATP-hydrolysing) (ir),WP_005249289_1 or ( WP_005242409_1 and WP_025433599_1 ),OPAH,5oxpro_c + atp_c + 2.0 h2o_c --> adp_c + glu__L_c + h_c + pi_c
4-Guanidinobutanoate amidinohydrolase,WP_005249250_1,GUDBUTNAH,4gudbutn_c + h2o_c --> 4abut_c + urea_c
5 aminopentanamide amidohydrolase,WP_005249247_1,APENTAMAH2,5apentam_c + h2o_c + h_c --> 5aptn_c + nh4_c
Lysine oxygenase,WP_005249246_1,LYSMO,lys__L_c + o2_c --> 5apentam_c + co2_c + h2o_c + h_c
Copper transport via ABC system,WP_005249240_1,Cuabc,atp_c + cu2_e + h2o_c --> adp_c + cu2_c + h_c + pi_c
Phosphotransacetylase,WP_005249217_1 or WP_043943826_1,PTAr,accoa_c + pi_c <=> actp_c + coa_c
Shikimate transport in via proton symport (periplasm),WP_005249202_1 or WP_025433246_1 or WP_037182371_1,SKMt2pp,h_p + skm_p --> h_c + skm_c
2 aminoethylphosphonate pyruvate transaminase,WP_005249173_1,AEPPYRTA,2ameph_c + pyr_c --> Pald_c + ala__L_c + h_c
Phosphonoacetaldehyde hydrolase,WP_005249173_1,PALDH,Pald_c + h2o_c --> acald_c + pi_c
3 hydroxyacyl CoA dehydratase  3 hydroxybutanoyl CoA ,WP_005249167_1 or WP_005250878_1,ECOAH1_1,3hbycoa_c <=> b2coa_c + h2o_c
3 hydroxyacyl CoA dehydratase  3 hydroxydodecanoyl CoA ,WP_005249167_1 or WP_005250878_1,ECOAH5_1,3hddcoa_c <=> h2o_c + trans_dd2coa_c
T06232b,WP_005249135_1 and WP_005249136_1 and WP_005249137_1,MOBDabc_rev,atp_c + h2o_c + mobd_c --> adp_c + h_c + mobd_e + pi_c
Nitrate reductase (NADH),WP_005249133_1,NITR,h_c + nadh_c + no3_c --> h2o_c + nad_c + no2_c
"Fe(III)-(2,3-dihydroxybenzoylserine)3 reductase via NADPH",WP_005249090_1,FE3DHBZS3R,2.0 fe3dhbzs3_c + nadph_c --> 2.0 23dhbzs3_c + 2.0 fe2_c + 3.0 h_c + nadp_c
Fe-enterobactin reduction via nadph,WP_005249090_1,FEENTERR4,2.0 feenter_c + nadph_c --> 2.0 enter_c + 2.0 fe2_c + h_c + nadp_c
Ferric-dicitrate reductase via nadph,WP_005249090_1,FE3DCITR5,2.0 fe3dcit_c + nadph_c --> 4.0 cit_c + 2.0 fe2_c + h_c + nadp_c
4-amino-4-deoxychorismate synthase,WP_005249080_1 or WP_025432227_1 or WP_025433076_1,ADCS,chor_c + gln__L_c --> 4adcho_c + glu__L_c
L threonine kinase,WP_005249079_1 or WP_043943854_1,LTHRK,atp_c + thr__L_c --> adp_c + h_c + thrp_c
,WP_005249040_1,AP3S,adp_c + atp_c + 4.0 h_c --> p1p3b5adtp_c + ppi_c
"D-gluconate transport via proton symport, reversible",WP_005248982_1,GLCNt2r,glcn_e + h_e --> glcn_c + h_c
2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,WP_005248976_1 or spontaneous,OMCDC,3c4mop_c + h_c --> 4mop_c + co2_c
Isocitrate dehydrogenase (NAD),WP_005248976_1,ICDHx,icit_c + nad_c <=> akg_c + co2_c + nadh_c
Citrate transport via acetate antiport,WP_005248975_1,CITACt,ac_c + cit_e <-- ac_e + cit_c
Maltose transport via ABC system (periplasm),WP_005248970_1 or WP_025433613_1 or WP_226955505_1 or WP_226955514_1,MALTabcpp,atp_c + h2o_c + malt_p --> adp_c + h_c + malt_c + pi_c
Maltohexaose transport via ABC system (periplasm),WP_005248970_1 or WP_025433613_1 or WP_226955505_1 or WP_226955514_1,MALTHXabcpp,atp_c + h2o_c + malthx_p --> adp_c + h_c + malthx_c + pi_c
Spermidine transport via ABC system,WP_005248970_1 or WP_025431600_1 or WP_025433613_1,SPMDabc,atp_c + h2o_c + spmd_e --> adp_c + h_c + pi_c + spmd_c
Putrescine transport via ABC system,WP_005248970_1 or WP_025431600_1 or WP_025431850_1 or WP_025433613_1 or WP_226955505_1,PTRCabc,atp_c + h2o_c + ptrc_e --> adp_c + h_c + pi_c + ptrc_c
L-glutamine transport via ABC system,WP_005248932_1 or WP_005251655_1 or WP_025432117_1 or ( WP_005248932_1 and WP_005251704_1 ) or ( WP_005255435_1 and WP_025432117_1 ) or ( WP_005240752_1 and WP_005240753_1 and WP_025432387_1 ) or ( WP_005252259_1 and WP_005252261_1 and WP_226955802_1 ),GLNabc,atp_c + gln__L_e + h2o_c --> adp_c + gln__L_c + h_c + pi_c
Pyoverdine export system,WP_005248932_1,PYOVD2tex,atp_c + h2o_c + pyovd_kt_p --> adp_c + h_c + pi_c + pyovd_kt_e
Acetolactate synthase (step 2),WP_005248923_1 or WP_226955609_1 or ( WP_005243580_1 and WP_025431990_1 ),ACLSb,2ahethmpp_c + pyr_c --> alac__S_c + thmpp_c
(3R)-3-Hydroxybutanoyl-CoA hydro-lyase,WP_005248923_1 or WP_005250394_1 or WP_025433341_1 or WP_226955743_1,HBCHLR,3hbcoa__R_c <=> b2coa_c + h2o_c
6 hydroxynicotinic acid monooxygenase,WP_005248922_1,6HNACMO,6hnac_c + 2.0 h_c + nadh_c + o2_c --> co2_c + dhpyr_c + h2o_c + nad_c
Copper export via ATPase,WP_005248910_1 or WP_005249238_1 or WP_005249240_1 or ( WP_005249238_1 and WP_005249242_1 ),Cut1,atp_c + cu2_c + h2o_c --> adp_c + cu2_e + h_c + pi_c
Superoxide dismutase,WP_005248891_1 or WP_025433167_1,SPODM,2.0 h_c + 2.0 o2s_c --> h2o2_c + o2_c
"Murein L,D-endopeptidase (murein5px3p) (periplasm)",WP_005248879_1 or WP_025432093_1 or WP_025432959_1,MLDEP2pp,h2o_p + murein5px3p_p --> murein5p3p_p
Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),WP_005248875_1,GPDDA2,g3pe_c + h2o_c --> etha_c + glyc3p_c + h_c
Prephenate dehydratase,WP_005248866_1,PPNDH,h_c + pphn_c --> co2_c + h2o_c + phpyr_c
Ferroxidase,WP_005248856_1 or WP_005251383_1 or WP_025431722_1,FEROpp,4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p
Methylmalonyl-CoA decarboxylase,WP_005248832_1,MMCD,h_c + mmcoa__S_c --> co2_c + ppcoa_c
D-ribose transport via ABC system,WP_005248813_1 or WP_005250846_1 or ( WP_005242941_1 and WP_037182463_1 ) or ( WP_005248814_1 and WP_226955567_1 ) or ( WP_005242938_1 and WP_005242941_1 and WP_005248814_1 ) or ( WP_005244662_1 and WP_005248812_1 and WP_005248814_1 ) or ( WP_005248814_1 and WP_005249330_1 and WP_025433222_1 ) or ( WP_005239291_1 and WP_005239292_1 and WP_005239295_1 and WP_187300152_1 ) or ( WP_005242678_1 and WP_005248574_1 and WP_025433323_1 and WP_226955707_1 ),RIBabc,atp_c + h2o_c + rib__D_e --> adp_c + h_c + pi_c + rib__D_c
Autoinducer-2 ABC transporter,WP_005248812_1 and WP_005248813_1 and WP_025431662_1,AI2abcpp,atp_c + h2o_c + mththf_p --> adp_c + h_c + mththf_c + pi_c
L-rhamnose isomerase,WP_005248809_1,RMI,rmn_c <=> rml_c
Rhamnulokinase,WP_005248806_1,RMK,atp_c + rml_c --> adp_c + h_c + rml1p_c
Sodium proton antiporter  HNA is 11 ,WP_005248762_1 or WP_005251756_1 or WP_005251757_1 or WP_005252564_1 or WP_005252822_1 or WP_025431580_1,NAt3_1,h_e + na1_c --> h_c + na1_e
Vanillateoxygen oxidoreductase  demethylating ,WP_005248736_1 and WP_005250797_1,VNTDM,h_c + nadh_c + o2_c + vanlt_c --> 34dhbz_c + fald_c + h2o_c + nad_c
"Phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)",WP_005248726_1 or WP_025432108_1,PGP161abcpp,atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_p + pi_c
