,reaction_id,reaction_name,reaction_reaction,old_flux,new_flux
1487,NADPHQR2,NADPH Quinone Reductase (Ubiquinone-8),h_c + nadph_c + q8_c --> nadp_c + q8h2_c,0.0,0.0
1486,NADN,NAD nucleosidase,h2o_c + nad_c --> adprib_c + h_c + ncam_c,0.0,no rxn
1484,NADH9,NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c,0.0,0.0
1483,NADH8,NADH dehydrogenase (demethylmenaquinone-8 & 2.8 protons),2dmmq8_c + 3.8 h_c + nadh_c --> 2dmmql8_c + 2.8 h_e + nad_c,0.0,no rxn
1482,NADH7,NADH dehydrogenase (menaquinone-8 & 2 protons),3.0 h_c + mqn8_c + nadh_c --> 2.0 h_e + mql8_c + nad_c,0.0,no rxn
1481,NADH6,NADH dehydrogenase (ubiquinone-8 & 3.5 protons),4.5 h_c + nadh_c + q8_c --> 3.5 h_e + nad_c + q8h2_c,0.0,no rxn
1480,NADH5,NADH dehydrogenase (ubiquinone-8 ),h_c + nadh_c + q8_c --> nad_c + q8h2_c,0.0,0.0
1479,NADH4,NADH dehydrogenase  Menaquinone 7  no proton ,h_c + mqn7_c + nadh_c --> mql7_c + nad_c,0.0,no rxn
1478,NADH2r,NADH2r,h_c + nadh_c + q_c --> nad_c + qh2_c,0.0,no rxn
1477,NADH10,NADH dehydrogenase (menaquinone-8 & 0 protons),h_c + mqn8_c + nadh_c --> mql8_c + nad_c,0.0,0.0
1475,NADDP,NAD diphosphatase,h2o_c + nad_c --> amp_c + 2.0 h_c + nmn_c,0.0,0.0
1474,NACODA,N-acetylornithine deacetylase,acg5sa_c + h2o_c --> ac_c + glu5sa_c,0.0,no rxn
1473,NAabcO,Sodium transport out via ABC system,atp_c + h2o_c + na1_c --> adp_c + h_c + na1_e + pi_c,0.0,0.0
1472,N2OR,Nitrous oxide reductase (nadh),h_c + n2o_c + nadh_c --> h2o_c + n2_c + nad_c,0.0,no rxn
1470,MYCTR,MYCTR,2.0 msh_c + nadp_c <=> h_c + mssg_c + nadph_c,0.0,-0.06119986473228075
1450,MSHS,MSHS,accoa_c + cigam_c --> coa_c + msh_c,0.0,0.0
1469,M_XYLtpp,XYLtpp,m_xyl_p <=> m_xyl_c,0.0,0.0
1468,M_Xylt1,Xylt1,m_xyl_e <=> m_xyl_p,0.0,0.0
1467,MXMO,MXMO,h_c + m_xyl_c + nadh_c + o2_c --> 3mbzalc_c + h2o_c + nad_c,0.0,no rxn
1465,MUCCY_kt,MUCCY kt,CCbuttc_c + h_c --> 4cml_c,0.0,0.0005203783325669065
1463,MTRK,5-methylthioribose kinase,5mtr_c + atp_c --> 5mdr1p_c + adp_c + h_c,0.0,0.0
1462,MTRI,5-methylthioribose-1-phosphate isomerase,5mdr1p_c <=> 5mdru1p_c,0.0,0.0
1461,MTOLDOX,MTOLDOX,h_c + m_tol_c + nadh_c + o2_c --> dh3mchc_c + nad_c,0.0,no rxn
1460,MTI,MTI,tre_c <=> malt_c,0.0,0.0
1458,MTHFR2_1,"5,10-methylenetetrahydrofolate reductase (NADH)",2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c,0.0,no rxn
1457,MTHFR2,"5,10-methylenetetrahydrofolate reductase (NADH)",2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c,0.0,0.0
1455,MTHFD,Methylenetetrahydrofolate dehydrogenase (NADP),mlthf_c + nadp_c <=> methf_c + nadph_c,0.0,2.221001309045802
1453,MTAP,5  methylthioadenosine phosphorylase,5mta_c + pi_c --> 5mdr1p_c + ade_c,0.0,0.0
1452,MSULR,MSULR,ch4s_c + 3.0 h2o_c + 3.0 nadp_c <=> 4.0 h_c + mso3_c + 3.0 nadph_c,0.0,no rxn
1451,MSO3abc,Methanesulfonate transport via ABC system,atp_c + h2o_c + mso3_e --> adp_c + h_c + mso3_c + pi_c,0.0,0.0
1741,PLCD,PLCD,h2o_c + ptd1ino160_c --> 12dgr160_c + h_c + mi1p__D_c,0.0,0.0
1803,PREPTHS2,PREPTHS2,14.0 h_c + 2.0 malcoa_c + 2.0 mmcoa__S_c + 10.0 nadph_c + phdcaACP_c --> 2.0 co2_c + 4.0 coa_c + 5.0 h2o_c + 10.0 nadp_c + prepphthACP_c,0.0,no rxn
1743,PLIPA1E140pp,"Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm)",h2o_p + pe140_p --> 2agpe140_p + h_p + ttdca_p,0.0,no rxn
2195,EX_amp_e,R_EX_amp_e,amp_e --> ,0.0,no rxn
2189,EX_gln__L_e,R_EX_gln__L_e,gln__L_e --> ,0.0,0.0
2190,EX_gly_e,R_EX_gly_e,gly_e --> ,0.0,0.0
2191,EX_ser__L_e,R_EX_ser__L_e,ser__L_e --> ,0.0,0.0
2192,EX_thr__L_e,R_EX_thr__L_e,thr__L_e --> ,0.0,0.0
2193,EX_arg__L_e,R_EX_arg__L_e,arg__L_e --> ,0.0,0.0
2194,EX_alltn_e,R_EX_alltn_e,alltn_e --> ,0.0,0.0
2196,EX_cgly_e,R_EX_cgly_e,cgly_e --> ,0.0,0.0
2168,EX_arab__L_e,R_EX_arab__L_e,arab__L_e --> ,0.0,0.0
2197,EX_malt_e,R_EX_malt_e,malt_e --> ,0.0,0.0
2198,EX_malttr_e,R_EX_malttr_e,malttr_e --> ,0.0,0.0
2199,EX_anhgm_e,R_EX_anhgm_e,anhgm_e --> ,-0.0,0.0
2200,EX_arab__D_e,R_EX_arab__D_e,arab__D_e --> ,-0.0,no rxn
2202,EX_arbt_e,R_EX_arbt_e,arbt_e --> ,0.0,-0.0
2203,EX_lys__L_e,R_EX_lys__L_e,lys__L_e --> ,0.0,0.0
2188,EX_ala__D_e,R_EX_ala__D_e,ala__D_e --> ,0.0,0.0
2187,EX_asn__L_e,R_EX_asn__L_e,asn__L_e --> ,0.0,0.0
2186,EX_mal__L_e,R_EX_mal__L_e,mal__L_e --> ,0.0,0.0
2185,EX_akg_e,R_EX_akg_e,akg_e --> ,0.0,0.0
2184,EX_ad_e,R_EX_ad_e,ad_e --> ,0.0,-0.0
2182,EX_ins_e,R_EX_ins_e,ins_e --> ,0.0,0.0
2181,EX_adn_e,R_EX_adn_e,adn_e --> ,0.0,0.0
2180,EX_acysbmn_e,R_EX_acysbmn_e,acysbmn_e --> ,-0.0,-0.0
2179,EX_actn__R_e,R_EX_actn__R_e,actn__R_e --> ,0.0,0.0
2178,EX_acser_e,R_EX_acser_e,acser_e --> ,-0.0,no rxn
2176,EX_acnam_e,R_EX_acnam_e,acnam_e --> ,0.0,0.0
2175,EX_acmana_e,R_EX_acmana_e,acmana_e --> ,0.0,0.0
2174,EX_chol_e,R_EX_chol_e,chol_e --> ,0.0,0.0
2173,EX_ac_e,R_EX_ac_e,ac_e --> ,-0.0,0.0
2172,EX_acgam_e,R_EX_acgam_e,acgam_e --> ,0.0,0.0
2171,EX_acald_e,R_EX_acald_e,acald_e --> ,0.0,0.0
2170,EX_acac_e,R_EX_acac_e,acac_e --> ,0.0,0.0
2204,EX_orn_e,R_EX_orn_e,orn_e --> ,0.0,0.0
2205,EX_asp__L_e,R_EX_asp__L_e,asp__L_e --> ,0.0,0.0
2206,EX_aso3_e,R_EX_aso3_e,aso3_e --> ,-0.0,-0.0
2230,EX_confrl_e,R_EX_confrl_e,confrl_e --> ,0.0,no rxn
2246,EX_dca_e,R_EX_dca_e,dca_e --> ,0.0,0.0
2245,EX_damp_e,R_EX_damp_e,damp_e --> ,0.0,no rxn
2244,EX_din_e,R_EX_din_e,din_e --> ,0.0,no rxn
2243,EX_dad_2_e,R_EX_dad_2_e,dad_2_e --> ,0.0,0.0
2242,EX_diact_e,R_EX_diact_e,diact_e --> ,-0.0,no rxn
2241,EX_cytd_e,R_EX_cytd_e,cytd_e --> ,0.0,no rxn
2240,EX_glu__L_e,R_EX_glu__L_e,glu__L_e --> ,0.0,0.0
2238,EX_cynt_e,R_EX_cynt_e,cynt_e --> ,0.0,no rxn
2237,EX_cu_e,R_EX_cu_e,cu_e --> ,0.0,no rxn
2235,EX_ctbt_e,R_EX_ctbt_e,ctbt_e --> ,-0.0,no rxn
2234,EX_csn_e,R_EX_csn_e,csn_e --> ,0.0,0.0
2233,EX_crn_e,R_EX_crn_e,crn_e --> ,0.0,0.0
2232,EX_4crsol_e,R_EX_4crsol_e,4crsol_e --> ,0.0,no rxn
2231,EX_co_e,R_EX_co_e,co_e --> ,0.0,168.93269155715606
2228,EX_cmp_e,R_EX_cmp_e,cmp_e --> ,0.0,no rxn
2207,EX_aso4_e,R_EX_aso4_e,aso4_e --> ,-0.0,0.0
2227,EX_succ_e,R_EX_succ_e,succ_e --> ,0.0,0.0
2222,EX_cit_e,R_EX_cit_e,cit_e --> ,0.0,0.0
2221,EX_chols_e,R_EX_chols_e,chols_e --> ,0.0,0.0
2219,EX_bz_e,R_EX_bz_e,bz_e --> ,0.0,0.0
2218,EX_but_e,R_EX_but_e,but_e --> ,0.0,0.0
2217,EX_butso3_e,R_EX_butso3_e,butso3_e --> ,0.0,0.0
2216,EX_buts_e,R_EX_buts_e,buts_e --> ,0.0,0.0
2215,EX_bmn_e,R_EX_bmn_e,bmn_e --> ,-0.0,-0.0
2214,EX_mbdg_e,R_EX_mbdg_e,mbdg_e --> ,0.0,no rxn
2213,EX_madg_e,R_EX_madg_e,madg_e --> ,0.0,no rxn
2212,EX_meoh_e,R_EX_meoh_e,meoh_e --> ,-0.0,-0.0
2211,EX_cellb_e,R_EX_cellb_e,cellb_e --> ,0.0,0.0
2210,EX_ala_B_e,R_EX_ala_B_e,ala_B_e --> ,0.0,0.0
2209,EX_pro__L_e,R_EX_pro__L_e,pro__L_e --> ,0.0,0.0
2169,EX_4abut_e,R_EX_4abut_e,4abut_e --> ,0.0,0.0
2167,EX_5mtr_e,R_EX_5mtr_e,5mtr_e --> ,0.0,no rxn
1744,PLIPA1E141pp,"Phospholipase A1 (phosphatidylethanolamine, n-C14:1) (periplasm)",h2o_p + pe141_p --> 2agpe141_p + h_p + ttdcea_p,0.0,0.0
2119,VALt2rpp,L-valine reversible transport via proton symport (periplasm),h_p + val__L_p <=> h_c + val__L_c,0.0,no rxn
2113,USHDN,"UDP-N-2,N-3-di-(3-hydroxyacyl)glucosediamine pyrophosphatase",h2o_c + u23gn_c --> 2.0 h_c + lipidXn_c + ump_c,0.0,no rxn
2114,VACOAI,Vinylacetyl-CoA Delta-isomerase,vaccoa_c <=> b2coa_c,0.0,0.0
2115,VALabc,L-valine transport via ABC system,atp_c + h2o_c + val__L_e --> adp_c + h_c + pi_c + val__L_c,0.0,0.0
2116,VALabcpp,L-valine transport via ABC system (periplasm),atp_c + h2o_c + val__L_p --> adp_c + h_c + pi_c + val__L_c,0.0,0.0
2117,VALDHr,Valine dehydrogenase,h2o_c + nad_c + val__L_c <=> 3mob_c + h_c + nadh_c + nh4_c,0.0,0.0
2118,VALt2r,L valine reversible transport via proton symport,h_e + val__L_e <=> h_c + val__L_c,0.0,0.0
2121,VANKpp,VANKpp,h_p + vanlt_p <=> h_c + vanlt_c,0.0,0.0
2166,EX_LalaDgluMdapDala_e,R_EX_LalaDgluMdapDala_e,LalaDgluMdapDala_e --> ,0.0,no rxn
2122,VNDH,VNDH,h2o_c + nad_c + vanln_c --> 2.0 h_c + nadh_c + vanlt_c,0.0,0.0
2123,VNDH_2,VNDH 2,4hbald_c + h2o_c + nad_c --> 4hbz_c + 2.0 h_c + nadh_c,0.0,0.0005203783325659427
2124,VNDH_3,VNDH 3,34dhbald_c + h2o_c + nad_c --> 34dhbz_c + 2.0 h_c + nadh_c,0.0,no rxn
2125,VNLNpp,VNLNpp,h_p + vanln_p <=> h_c + vanln_c,0.0,0.0
2126,VNTDM,VNTDM,h_c + nadh_c + o2_c + vanlt_c --> 34dhbz_c + fald_c + h2o_c + nad_c,0.0,0.0
2127,XAND,Xanthine dehydrogenase,h2o_c + nad_c + xan_c --> h_c + nadh_c + urate_c,0.0,0.0
2112,URIt2pp,Uridine transport in via proton symport (periplasm),h_p + uri_p <=> h_c + uri_c,0.0,no rxn
2111,URIt2,Uridine transport in via proton symport,h_e + uri_e --> h_c + uri_c,0.0,no rxn
2110,URIK3,Uridine kinase (ITP:Uridine),itp_c + uri_c --> h_c + idp_c + ump_c,0.0,no rxn
2109,URIK2,Uridine kinase (GTP:Uridine),gtp_c + uri_c --> gdp_c + h_c + ump_c,0.0,no rxn
2108,URIK1,Uridine kinase  ATPUridine ,atp_c + uri_c --> adp_c + h_c + ump_c,0.0,no rxn
2107,URIH,Uridine hydrolase,h2o_c + uri_c --> rib__D_c + ura_c,0.0,0.0
2106,URIC,Uricase,2.0 h2o_c + o2_c + urate_c --> alltn_c + co2_c + h2o2_c,0.0,0.0
2105,UREAtpp,Urea transport via facilitate diffusion (periplasm),urea_p <=> urea_c,0.0,0.0
2104,UREAt,Urea transport via facilitate diffusion,urea_e <=> urea_c,0.0,no rxn
2103,UREAabcpp,Urea transport via ABC system (periplasm),atp_c + h2o_c + urea_p --> adp_c + h_c + pi_c + urea_c,0.0,0.0
2102,UREA,Urease,h2o_c + 2.0 h_c + urea_c --> co2_c + 2.0 nh4_c,0.0,0.0
2101,URCN,Urocanase,h2o_c + urcan_c --> 4izp_c,0.0,0.0
2100,URAtex,Uracil transport via diffusion (extracellular to periplasm),ura_e <=> ura_p,0.0,0.0
2099,URAt2pp,Uracil transport in via proton symport (periplasm),h_p + ura_p --> h_c + ura_c,0.0,0.0
2098,URAt2,Uracil transport in via proton symport,h_e + ura_e --> h_c + ura_c,0.0,0.0
2097,URACPAH,Peroxyureidoacrylate hydrolase,h2o_c + uracp_c --> cbm_c + h_c + poaac_c,0.0,0.0
2096,UPPRT,Uracil phosphoribosyltransferase,prpp_c + ura_c --> ppi_c + ump_c,0.0,0.0
2128,XANt2,Xanthine transport in via proton symport,h_e + xan_e --> h_c + xan_c,0.0,0.0
2129,XMO,XMO,h_c + nadh_c + o2_c + tol_c --> bzalc_c + h2o_c + nad_c,0.0,no rxn
2130,XMPtex,XMP transport via diffusion (extracellular to periplasm),xmp_e <=> xmp_p,0.0,no rxn
2147,ZN2t3pp,Zinc (Zn+2) transport out via proton antiport (periplasm),h_p + zn2_c --> h_c + zn2_p,0.0,0.0
2164,EX_ala__L_e,R_EX_ala__L_e,ala__L_e --> ,0.0,0.0
2163,EX_4hbz_e,R_EX_4hbz_e,4hbz_e --> ,0.0,0.0
2162,EX_3mb_e,R_EX_3mb_e,3mb_e --> ,0.0,0.0
2161,EX_3hoxpac_e,R_EX_3hoxpac_e,3hoxpac_e --> ,0.0,no rxn
2160,EX_leu__L_e,R_EX_leu__L_e,leu__L_e --> ,0.0,0.0
2159,EX_34dhcinm_e,R_EX_34dhcinm_e,34dhcinm_e --> ,0.0,no rxn
2158,EX_2pglyc_e,R_EX_2pglyc_e,2pglyc_e --> ,0.0,0.0
2157,EX_2hxmp_e,R_EX_2hxmp_e,2hxmp_e --> ,-0.0,no rxn
2156,EX_hco3_e,R_EX_hco3_e,hco3_e --> ,-0.0,-0.0
2154,EX_14glucan_e,R_EX_14glucan_e,14glucan_e --> ,0.0,no rxn
2152,EX_glc__D_e,R_EX_glc__D_e,glc__D_e <=> ,0.0,0.0
2151,EX_12ppd__S_e,R_EX_12ppd__S_e,12ppd__S_e --> ,0.0,no rxn
2150,ZNabcpp,Zinc (Zn+2) transport via ABC system (periplasm),atp_c + h2o_c + zn2_p --> adp_c + h_c + pi_c + zn2_c,0.0,0.0
2148,ZN2t4,Zinc transport out via antiport,h_e + k_e + zn2_c --> h_c + k_c + zn2_e,0.0,no rxn
2146,XYLtex,D-xylose transport via diffusion (extracellular to periplasm),xyl__D_e <=> xyl__D_p,0.0,0.0
2131,XTSNH,Xanthosine hydrolase,h2o_c + xtsn_c --> rib__D_c + xan_c,0.0,0.0
2145,XYLt2pp,D-xylose transport in via proton symport (periplasm),h_p + xyl__D_p --> h_c + xyl__D_c,0.0,0.0
2144,XYLt2,D-xylose transport in via proton symport,h_e + xyl__D_e --> h_c + xyl__D_c,0.0,0.0
2143,XYLOS3,Exo-xylosidase,h2o_c + xylb_c <=> 2.0 xyl__D_c,0.0,0.0
2142,XYLOS2,Exo-xylosidase,2.0 h2o_c + xyl3_c <=> 3.0 xyl__D_c,0.0,0.0
2141,XYLOS1,Exo-xylosidase,3.0 h2o_c + xyl4_c <=> 4.0 xyl__D_c,0.0,0.0
2140,XYLK,Xylulokinase,atp_c + xylu__D_c --> adp_c + h_c + xu5p__D_c,0.0,0.0
2139,XYLI1,Xylose isomerase,xyl__D_c <=> xylu__D_c,0.0,0.0
2138,XYLBabc,Xylobiose ABC transport,atp_c + h2o_c + xylb_e --> adp_c + h_c + pi_c + xylb_c,0.0,0.0
2137,XYLANabc,Oligo-xylan ABC transport,atp_c + h2o_c + xylan4_e --> adp_c + h_c + pi_c + xylan4_c,0.0,0.0
2136,XYLabcpp,D-xylose transport via ABC system (periplasm),atp_c + h2o_c + xyl__D_p --> adp_c + h_c + pi_c + xyl__D_c,0.0,0.0
2135,XYLabc,XYLabc,atp_c + h2o_c + xyl__D_e --> adp_c + h_c + pi_c + xyl__D_c,0.0,0.0
2134,XYL3abc,Xylotriose ABC transport,atp_c + h2o_c + xyl3_e --> adp_c + h_c + pi_c + xyl3_c,0.0,0.0
2133,XTSNtex,Xanthosine transport via diffusion (extracellular to periplasm),xtsn_e <=> xtsn_p,0.0,no rxn
2132,XTSNt2,Xanthosine transport in via proton symport,h_e + xtsn_e <=> h_c + xtsn_c,0.0,0.0
2247,EX_dcmp_e,R_EX_dcmp_e,dcmp_e --> ,0.0,no rxn
2248,EX_dcyt_e,R_EX_dcyt_e,dcyt_e --> ,0.0,no rxn
2249,EX_dgmp_e,R_EX_dgmp_e,dgmp_e --> ,0.0,no rxn
2344,EX_raffin_e,R_EX_raffin_e,raffin_e --> ,0.0,0.0
2337,EX_ptrc_e,R_EX_ptrc_e,ptrc_e --> ,0.0,0.0
2338,EX_p_xyl_e,R_EX_p_xyl_e,p_xyl_e --> ,0.0,-0.0
2339,EX_pydam_e,R_EX_pydam_e,pydam_e --> ,0.0,no rxn
2341,EX_trp__L_e,R_EX_trp__L_e,trp__L_e --> ,0.0,0.0
2342,EX_tyr__L_e,R_EX_tyr__L_e,tyr__L_e --> ,0.0,0.0
2343,EX_val__L_e,R_EX_val__L_e,val__L_e --> ,0.0,0.0
2345,EX_spmd_e,R_EX_spmd_e,spmd_e --> ,-0.0,-0.0
2250,EX_dgsn_e,R_EX_dgsn_e,dgsn_e --> ,0.0,no rxn
2346,EX_urea_e,R_EX_urea_e,urea_e --> ,0.0,no rxn
2347,EX_rib__D_e,R_EX_rib__D_e,rib__D_e --> ,0.0,0.0
2348,EX_rmn_e,R_EX_rmn_e,rmn_e --> ,0.0,0.0
2349,EX_salchs4fe_e,R_EX_salchs4fe_e,salchs4fe_e --> ,-0.0,-0.0
2350,EX_salchs4_e,R_EX_salchs4_e,salchs4_e --> ,0.0,0.0
2351,EX_salcn_e,R_EX_salcn_e,salcn_e --> ,0.0,no rxn
2336,EX_progly_e,R_EX_progly_e,progly_e --> ,0.0,0.0
2335,EX_ppdima_e,R_EX_ppdima_e,ppdima_e --> ,-0.0,no rxn
2334,EX_ppa_e,R_EX_ppa_e,ppa_e --> ,-0.0,-0.0
2333,EX_pnto__R_e,R_EX_pnto__R_e,pnto__R_e --> ,0.0,0.0
2332,EX_phdca_e,R_EX_phdca_e,phdca_e --> ,-0.0,no rxn
2331,EX_pdima_e,R_EX_pdima_e,pdima_e --> ,0.0,-0.0
2330,EX_pac_e,R_EX_pac_e,pac_e --> ,0.0,no rxn
2329,EX_orot_e,R_EX_orot_e,orot_e --> ,0.0,0.0
2328,EX_octa_e,R_EX_octa_e,octa_e --> ,0.0,0.0
2327,EX_udcpo5_e,R_EX_udcpo5_e,udcpo5_e --> ,-0.0,no rxn
2326,EX_oaa_e,R_EX_oaa_e,oaa_e --> ,0.0,0.0
2325,EX_uri_e,R_EX_uri_e,uri_e --> ,0.0,no rxn
2324,EX_no_e,R_EX_no_e,no_e --> ,-0.0,0.0
2323,EX_no3_e,R_EX_no3_e,no3_e --> ,0.0,0.0
2322,EX_ump_e,R_EX_ump_e,ump_e --> ,0.0,no rxn
2321,EX_no2_e,R_EX_no2_e,no2_e --> ,-0.0,0.0
2320,EX_m_xyl_e,R_EX_m_xyl_e,m_xyl_e --> ,0.0,0.0
2352,EX_sbt__D_e,R_EX_sbt__D_e,sbt__D_e --> ,0.0,0.0
2353,EX_skm_e,R_EX_skm_e,skm_e --> ,0.0,0.0
2354,EX_so3_e,R_EX_so3_e,so3_e --> ,0.0,0.0
2371,EX_xylb_e,R_EX_xylb_e,xylb_e --> ,0.0,0.0
2389,EX_tag,triacylglycerol transport,tag_c <=> ,0.0,0.0
2388,tag_production,triacylglycerol production,12dgr160_c + pmtcoa_c <=> coa_c + tag_c,0.0,0.0
2387,GUADEM,guaicaol O-demethylase,guaiacol_c + h_c + nadph_c + o2_c --> catechol_c + fald_c + h2o_c + nadp_c,0.0,0.0
2386,guaiacol_transport,guaiacol transport,guaiacol_e <=> guaiacol_c,0.0,0.0
2385,EX_guaiacol_e,guaiacol exchange,guaiacol_e <=> ,0.0,0.0
2384,vanlt_transport,vanlt transport,vanlt_e <=> vanlt_c,0.0,no rxn
2383,EX_vanlt_e,vanlt exchange,vanlt_e <=> ,0.0,0.0
2379,ATPM,R_ATPM,atp_c + h2o_c --> adp_c + h_c + pi_c,0.0,0.0
2378,Growth,Biomass reaction,0.000216499790822049 10fthf_c + 0.498715520392769 ala__L_c + 0.000216499790822049 amet_c + 0.287169982631549 arg__L_c + 0.234028507069996 asn__L_c + 0.234028507069996 asp__L_c + 52.5471506268106 atp_c + 0.00505327987098101 ca2_c + 0.00505327987098101 cl_c + 0.000559210222033633 coa_c + 9.70851079919502e-05 cobalt2_c + 0.129616385977893 ctp_c + 0.000688333415662927 cu2_c + 0.088910541899028 cys__L_c + 0.0254032893571737 datp_c + 0.0262294836261852 dctp_c + 0.0262294836261852 dgtp_c + 0.0254032893571737 dttp_c + 0.000216499790822049 fad_c + 0.00651926500165946 fe2_c + 0.00758040523201147 fe3_c + 0.255489170191616 gln__L_c + 0.255489170191616 glu__L_c + 0.594780263899724 gly_c + 0.000970851079919502 gtca1_45_BS_c + 0.000970851079919502 gtca2_45_BS_c + 0.000970851079919502 gtca3_45_BS_c + 0.208826183886365 gtp_c + 47.1848449736869 h2o_c + 0.0919764896094138 his__L_c + 0.282060393397933 ile__L_c + 0.189503334842727 k_c + 0.437398507887213 leu__L_c + 4.85425539959751e-05 lipo1_24_BS_c + 4.85425539959751e-05 lipo2_24_BS_c + 4.85425539959751e-05 lipo3_24_BS_c + 4.85425539959751e-05 lipo4_24_BS_c + 0.333158227436256 lys__L_c + 0.149206219068509 met__L_c + 0.00842213311830168 mg2_c + 0.000216499790822049 mlthf_c + 0.000670858096224376 mn2_c + 9.70851079919502e-05 mql8_c + 0.00177762832733261 nad_c + 0.000433970432724018 nadp_c + 0.00970851079919502 peptido_BS_c + 0.179864725321287 phe__L_c + 0.214611485471606 pro__L_c + 0.000216499790822049 pydx5p_c + 0.000216499790822049 ribflv_c + 0.209501896237989 ser__L_c + 0.0042115519846908 so4_c + 0.000216499790822049 thf_c + 0.000216499790822049 thmpp_c + 0.246292297911539 thr__L_c + 0.0551860879358643 trp__L_c + 0.13387648051658 tyr__L_c + 0.13990352402072 utp_c + 0.410827284680896 val__L_c + 0.00033106021825255 zn2_c --> 52.3774157616572 adp_c + 52.3774157616572 h_c + 52.3732042096725 pi_c + 0.751344563302943 ppi_c,0.0,0.0
2377,sink_sheme_c,R_sink_sheme_c,sheme_c --> ,-0.0,-0.0
2376,sink_lipopb_c,R_sink_lipopb_c,lipopb_c --> ,-0.0,no rxn
2375,sink_bmocogdp_c,R_sink_bmocogdp_c,bmocogdp_c --> ,-0.0,no rxn
2374,sink_5drib_c,R_sink_5drib_c,5drib_c --> ,-0.0,no rxn
2372,sink_2ohph_c,R_sink_2ohph_c,2ohph_c --> ,0.0,-0.0
2370,EX_xyl__D_e,R_EX_xyl__D_e,xyl__D_e --> ,0.0,0.0
2355,EX_s_e,R_EX_s_e,s_e --> ,-0.0,0.0
2369,EX_xyl3_e,R_EX_xyl3_e,xyl3_e --> ,0.0,0.0
2368,EX_xylan4_e,R_EX_xylan4_e,xylan4_e --> ,0.0,0.0
2367,EX_xtsn_e,R_EX_xtsn_e,xtsn_e --> ,0.0,0.0
2366,EX_xmp_e,R_EX_xmp_e,xmp_e --> ,0.0,no rxn
2365,EX_xan_e,R_EX_xan_e,xan_e --> ,0.0,0.0
2364,EX_ura_e,R_EX_ura_e,ura_e --> ,0.0,0.0
2363,EX_tsul_e,R_EX_tsul_e,tsul_e --> ,0.0,0.0
2362,EX_tre_e,R_EX_tre_e,tre_e --> ,0.0,0.0
2361,EX_thymd_e,R_EX_thymd_e,thymd_e --> ,0.0,no rxn
2360,EX_tartr__L_e,R_EX_tartr__L_e,tartr__L_e --> ,0.0,0.0
2359,EX_tartr__D_e,R_EX_tartr__D_e,tartr__D_e --> ,0.0,0.0
2358,EX_sulfac_e,R_EX_sulfac_e,sulfac_e --> ,0.0,0.0
2357,EX_sula_e,R_EX_sula_e,sula_e --> ,0.0,0.0
2356,EX_sucr_e,R_EX_sucr_e,sucr_e --> ,0.0,0.0
2319,EX_mso3_e,R_EX_mso3_e,mso3_e --> ,0.0,0.0
2318,EX_uaagmda_e,R_EX_uaagmda_e,uaagmda_e --> ,0.0,no rxn
2317,EX_mobd_e,R_EX_mobd_e,mobd_e <=> ,-0.0,-0.0
2267,EX_fum_e,R_EX_fum_e,fum_e --> ,0.0,0.0
2281,EX_glyb_e,R_EX_glyb_e,glyb_e --> ,-0.0,0.0
2280,EX_glyald_e,R_EX_glyald_e,glyald_e --> ,0.0,no rxn
2279,EX_glyc3p_e,R_EX_glyc3p_e,glyc3p_e --> ,0.0,0.0
2278,EX_glucan4_e,R_EX_glucan4_e,glucan4_e --> ,0.0,0.0
2277,EX_glucan6_e,R_EX_glucan6_e,glucan6_e --> ,0.0,0.0
2276,EX_glcur_e,R_EX_glcur_e,glcur_e --> ,0.0,0.0
2275,EX_glcr_e,R_EX_glcr_e,glcr_e --> ,0.0,0.0
2274,EX_glcn_e,R_EX_glcn_e,glcn_e --> ,0.0,0.0
2273,EX_gam_e,R_EX_gam_e,gam_e --> ,0.0,0.0
2272,EX_galt_e,R_EX_galt_e,galt_e --> ,0.0,0.0
2271,EX_galctn__D_e,R_EX_galctn__D_e,galctn__D_e --> ,0.0,0.0
2270,EX_galctn__L_e,R_EX_galctn__L_e,galctn__L_e --> ,0.0,no rxn
2269,EX_gal_e,R_EX_gal_e,gal_e --> ,0.0,0.0
2268,EX_g3pg_e,R_EX_g3pg_e,g3pg_e --> ,0.0,no rxn
2266,EX_fru_e,R_EX_fru_e,fru_e --> ,0.0,0.0
2283,EX_gm2lipa_e,R_EX_gm2lipa_e,gm2lipa_e --> ,-0.0,no rxn
2265,EX_fol_e,R_EX_fol_e,fol_e --> ,0.0,0.0
2264,EX_feenter_e,R_EX_feenter_e,feenter_e --> ,-0.0,-0.0
2263,EX_enter_e,R_EX_enter_e,enter_e --> ,-0.0,-0.0
2262,EX_fe3dhbzs_e,R_EX_fe3dhbzs_e,fe3dhbzs_e --> ,-0.0,no rxn
2261,EX_fe3dcit_e,R_EX_fe3dcit_e,fe3dcit_e --> ,0.0,0.0
2259,EX_h2_e,R_EX_h2_e,h2_e --> ,0.0,no rxn
2258,EX_ethso3_e,R_EX_ethso3_e,ethso3_e --> ,0.0,0.0
