name,genes,reaction_id,reaction
Biotin synthase,WP_005247552_1,BTS3r,dtbt_c + 2.0 s_c <=> btn_c + h2s_c
Quinolinate synthase,WP_005247541_1,QULNS,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c
L-aspartate oxidase,WP_005247538_1,ASPO5,asp__L_c + fum_c --> h_c + iasp_c + succ_c
ASPO1,WP_005247538_1,ASPO1,asp__L_c + h2o_c + o2_c --> h2o2_c + nh4_c + oaa_c
Beta glucosidase  cellobiose ,WP_005247533_1,BG_CELLB,cellb_e + h2o_e --> 2.0 glc__D_e
Beta glucosidase  methyl alpha D glucoside ,WP_005247533_1,BG_MADG,h2o_e + madg_e --> glc__D_e + meoh_e
Beta glucosidase,WP_005247533_1,BG_MBDG,h2o_e + mbdg_e --> glc__D_e + meoh_e
Histidinol-phosphate transaminase,WP_005247524_1 or WP_025431674_1 or WP_025432906_1,HSTPT,glu__L_c + imacp_c --> akg_c + hisp_c
Imidazoleglycerol-phosphate dehydratase,WP_005247522_1,IGPDH,eig3p_c --> h2o_c + imacp_c
Glutamine phosphoribosyldiphosphate amidotransferase,WP_005247515_1 or WP_005250834_1 or WP_005254820_1,GLUPRT,gln__L_c + h2o_c + prpp_c --> glu__L_c + ppi_c + pram_c
Phosphoribosylanthranilate isomerase (irreversible),WP_005247511_1 or WP_025431958_1,PRAIi,pran_c --> 2cpr5p_c
1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,WP_005247511_1,PRMICI,prfp_c <=> prlp_c
Myo-inositol 1-phosphatase,WP_005247508_1 or WP_005249633_1 or WP_037179155_1,MI1PP,h2o_c + mi1p__D_c --> inost_c + pi_c
Imidazole-glycerol-3-phosphate synthase,WP_005247506_1,IG3PS,gln__L_c + prlp_c --> aicar_c + eig3p_c + glu__L_c + h_c
Phosphoribosyl-AMP cyclohydrolase,WP_005247504_1,PRAMPC,h2o_c + prbamp_c --> prfp_c
Indole-3-glycerol-phosphate synthase,WP_005247490_1,IGPS,2cpr5p_c + h_c --> 3ig3p_c + co2_c + h2o_c
Tryptophan synthase (indoleglycerol phosphate),WP_005247486_1 and WP_005247488_1,TRPS3,3ig3p_c --> g3p_c + indole_c
Pyruvate kinase,WP_005247478_1,PYK,adp_c + h_c + pep_c --> atp_c + pyr_c
Fatty-acid-CoA thioesterase (tetradecanoate),WP_005247475_1 or WP_005250641_1 or WP_005251384_1,FACOAE140,h2o_c + tdcoa_c --> coa_c + h_c + ttdca_c
Fatty-acid-CoA thioesterase (hexadecanoate),WP_005247475_1 or WP_005250641_1 or WP_005251384_1,FACOAE160,h2o_c + pmtcoa_c --> coa_c + h_c + hdca_c
Fatty-acid-CoA thioesterase (octadecanoate),WP_005247475_1 or WP_005250641_1,FACOAE180,h2o_c + stcoa_c --> coa_c + h_c + ocdca_c
L-serine transport via ABC system (periplasm),WP_005247450_1 and WP_005247455_1 and WP_005247457_1 and WP_025432851_1 and WP_025432852_1,SERabcpp,atp_c + h2o_c + ser__L_p --> adp_c + h_c + pi_c + ser__L_c
Phosphoadenylyl-sulfate reductase (thioredoxin),WP_005247443_1 or WP_005249122_1 or WP_025432925_1,PAPSR,paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c
L-methionine-S-oxide reductase,WP_005247443_1 or WP_005249122_1 or ( WP_005247443_1 and WP_037181766_1 ) or ( WP_005249122_1 and WP_037181766_1 ),METSOXR1,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c
Thioredoxin reductase (NADPH),WP_005247443_1 or WP_005248795_1 or WP_005249122_1 or WP_005249123_1 or WP_005250058_1 or WP_025431723_1,TRDR,h_c + nadph_c + trdox_c --> nadp_c + trdrd_c
L-histidine transport via ABC system,WP_005247430_1 and WP_179443303_1,HISabc,atp_c + h2o_c + his__L_e --> adp_c + h_c + his__L_c + pi_c
L-lysine transport via ABC system,WP_005247430_1 and WP_179443303_1,LYSabc,atp_c + h2o_c + lys__L_e --> adp_c + h_c + lys__L_c + pi_c
N-acetyl-g-glutamyl-phosphate reductase,WP_005247372_1,AGPR,acg5sa_c + nadp_c + pi_c <=> acg5p_c + h_c + nadph_c
Acetylglutamate kinase,WP_005247368_1,ACGK,acglu_c + atp_c --> acg5p_c + adp_c
Argininosuccinate synthase,WP_005247359_1,ARGSS,asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c
Argininosuccinate lyase,WP_005247355_1 or WP_025433429_1,ARGSL,argsuc_c <=> arg__L_c + fum_c
UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,WP_005247177_1,UAGPT3,uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c
Ketol-acid reductoisomerase (2-Acetolactate),WP_005247029_1,KARA2,2ahbut_c + h_c + nadph_c <=> 23dhmp_c + nadp_c
Acetohydroxy acid isomeroreductase,WP_005247029_1,KARA1i,alac__S_c + h_c + nadph_c --> 23dhmb_c + nadp_c
ATP synthase (four protons for one ATP) (periplasm),WP_005246796_1 or WP_005252955_1,ATPS4rpp,adp_c + 4.0 h_p + pi_c --> atp_c + h2o_c + 3.0 h_c
2DHGLCNkt tpp,WP_005246696_1,2DHGLCNkt_tpp,2dhglcn_p + h_p --> 2dhglcn_c + h_c
L threonine reversible transport via proton symport,WP_005246692_1 or WP_025431836_1,THRt2r,h_e + thr__L_e <=> h_c + thr__L_c
L-proline reversible transport via proton symport (periplasm),WP_005246692_1 or WP_005261289_1,PROt2rpp,h_p + pro__L_p <=> h_c + pro__L_c
L-phenylalanine reversible transport via proton symport (periplasm),WP_005246692_1 or WP_005250611_1,PHEt2rpp,h_p + phe__L_p <=> h_c + phe__L_c
L-tyrosine reversible transport via proton symport (periplasm),WP_005246692_1 or WP_005250611_1,TYRt2rpp,h_p + tyr__L_p <=> h_c + tyr__L_c
L valine reversible transport via proton symport,WP_005246692_1 or ( WP_005246089_1 and WP_005249992_1 ) or ( WP_005249992_1 and WP_025433516_1 ),VALt2r,h_e + val__L_e <=> h_c + val__L_c
L leucine reversible transport via proton symport,WP_005246692_1 or ( WP_005246089_1 and WP_005249992_1 ) or ( WP_005249992_1 and WP_025433516_1 ),LEUt2r,h_e + leu__L_e <=> h_c + leu__L_c
L isoleucine reversible transport via proton symport,WP_005246692_1 or ( WP_005246089_1 and WP_005249992_1 ) or ( WP_005249992_1 and WP_025433516_1 ),ILEt2r,h_e + ile__L_e <=> h_c + ile__L_c
L tyrosine reversible transport via proton symport,WP_005246692_1,TYRt2r,h_e + tyr__L_e <=> h_c + tyr__L_c
L tryptophan reversible transport via proton symport,WP_005246692_1,TRPt2r,h_e + trp__L_e <=> h_c + trp__L_c
CAt4,WP_005246609_1,CAt4,ca2_c + h_e <=> ca2_e + h_c
Uracil phosphoribosyltransferase,WP_005246597_1 or WP_025432268_1 or WP_025432521_1,UPPRT,prpp_c + ura_c --> ppi_c + ump_c
4 aminobutyrate reversible transport in via proton symport,WP_005246592_1 or WP_005251210_1,ABUTt2r,4abut_e + h_e <=> 4abut_c + h_c
Anthranilate synthase,WP_005246579_1 or WP_005247495_1,ANS,chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c
Fatty acid oxidation (Butanoyl-CoA ),WP_005246568_1,FAO4,btcoa_c + fad_c + h2o_c + nad_c --> aacoa_c + fadh2_c + h_c + nadh_c
Phenylacetate-CoA ligase,WP_005246430_1 or WP_005250152_1 or WP_005250782_1 or WP_025433415_1,PACCOAL,atp_c + coa_c + pac_c --> amp_c + phaccoa_c + ppi_c
Adenine deaminase,WP_005246368_1,ADD,ade_c + h2o_c + h_c --> hxan_c + nh4_c
MGt5,WP_005246268_1 or WP_025432195_1 or WP_043943794_1,MGt5,mg2_c <-- mg2_e
Beta-ketoacyl-ACP synthase (2),WP_005246169_1 or WP_005247960_1,KAS15,accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c
Beta-ketoacyl-ACP synthase,WP_005246169_1 or WP_005247960_1,KAS14,acACP_c + h_c + malACP_c --> ACP_c + actACP_c + co2_c
Acetyl-CoA ACP transacylase,WP_005246169_1 or WP_005247839_1 or WP_005247960_1 or WP_005248538_1,ACOATA,ACP_c + accoa_c <=> acACP_c + coa_c
3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1),WP_005246169_1,3OAS181,h_c + hdeACP_c + malACP_c --> 3ocvac11eACP_c + ACP_c + co2_c
3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1),WP_005246169_1,3OAS161,h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c
3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0),WP_005246169_1,3OAS160,h_c + malACP_c + myrsACP_c --> 3opalmACP_c + ACP_c + co2_c
3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1),WP_005246169_1,3OAS141,cddec5eACP_c + h_c + malACP_c --> 3ocmrs7eACP_c + ACP_c + co2_c
3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0),WP_005246169_1,3OAS140,ddcaACP_c + h_c + malACP_c --> 3omrsACP_c + ACP_c + co2_c
3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1),WP_005246169_1,3OAS121,cdec3eACP_c + h_c + malACP_c --> 3ocddec5eACP_c + ACP_c + co2_c
3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0),WP_005246169_1,3OAS120,dcaACP_c + h_c + malACP_c --> 3oddecACP_c + ACP_c + co2_c
3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0),WP_005246169_1,3OAS100,h_c + malACP_c + ocACP_c --> 3odecACP_c + ACP_c + co2_c
3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),WP_005246169_1,3OAS180,h_c + malACP_c + palmACP_c --> 3ooctdACP_c + ACP_c + co2_c
3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0),WP_005246169_1,3OAS60,butACP_c + h_c + malACP_c --> 3ohexACP_c + ACP_c + co2_c
Malonyl-ACP decarboxylase,WP_005246169_1,MACPD,h_c + malACP_c --> acACP_c + co2_c
3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0),WP_005246169_1,3OAS80,h_c + hexACP_c + malACP_c --> 3ooctACP_c + ACP_c + co2_c
NADH dehydrogenase (menaquinone-8 & 2 protons),WP_005246084_1 and WP_005251758_1,NADH7,3.0 h_c + mqn8_c + nadh_c --> 2.0 h_e + mql8_c + nad_c
NADH dehydrogenase (demethylmenaquinone-8 & 2.8 protons),WP_005246084_1 and WP_005251758_1,NADH8,2dmmq8_c + 3.8 h_c + nadh_c --> 2dmmql8_c + 2.8 h_e + nad_c
NADH dehydrogenase (ubiquinone-8 & 3.5 protons),WP_005246084_1 and WP_005251758_1,NADH6,4.5 h_c + nadh_c + q8_c --> 3.5 h_e + nad_c + q8h2_c
Salmochelin S4 Fe III transport via ABC system periplasm ,WP_005246079_1 or WP_037180830_1 or ( WP_005246079_1 and WP_025431688_1 and WP_080578252_1 ) or ( WP_005246079_1 and WP_025431688_1 and WP_037180830_1 and WP_080578252_1 ),SALCHS4FEabcpp,atp_c + h2o_c + salchs4fe_p --> adp_c + h_c + pi_c + salchs4fe_c
Fe-enterobactin transport via ABC system (periplasm),WP_005246079_1 or ( WP_005246079_1 and WP_025431688_1 and WP_080578252_1 ) or ( WP_005246079_1 and WP_025431688_1 and WP_037180830_1 and WP_080578252_1 ),FEENTERabcpp,atp_c + feenter_p + h2o_c --> adp_c + feenter_c + h_c + pi_c
"Ferric 2,3-dihydroxybenzoylserine transport via ABC system (periplasm)",WP_005246079_1 or ( WP_005246079_1 and WP_025431688_1 and WP_080578252_1 ) or ( WP_005246079_1 and WP_025431688_1 and WP_037180830_1 and WP_080578252_1 ),FE3DHBZSabcpp,atp_c + fe3dhbzs_p + h2o_c --> adp_c + fe3dhbzs_c + h_c + pi_c
Phosphogluconate dehydrogenase,WP_005246074_1 or WP_005249106_1,GND,6pgc_c + nadp_c --> co2_c + nadph_c + ru5p__D_c
Inosine hydrolase,WP_005246065_1 or WP_025432641_1,INSH,h2o_c + ins_c --> hxan_c + rib__D_c
Glutamate synthase (NADPH),WP_005246031_1 or WP_005252414_1 or ( WP_005246031_1 and WP_005252414_1 ) or ( WP_005248272_1 and WP_005250836_1 ) or ( WP_005249055_1 and WP_025431556_1 ),GLUSy,akg_c + gln__L_c + h_c + nadph_c --> 2.0 glu__L_c + nadp_c
Salmochelin S4 Fe III transport via ton system extracellular ,WP_005246002_1 or WP_037180488_1 or ( WP_005246002_1 and WP_037180488_1 ),SALCHS4FEtonex,h_p + salchs4fe_e --> h_c + salchs4fe_p
Fe-enterobactin transport via ton system (extracellular),WP_005246002_1 or ( WP_005246002_1 and WP_037180488_1 ),FEENTERtonex,feenter_e + h_p --> feenter_p + h_c
Ferric-dicitrate transport via ton system (extracellular),WP_005246002_1,FE3DCITtonex,fe3dcit_e + h_p --> fe3dcit_p + h_c
"Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)",WP_005246002_1,FE3DHBZStonex,fe3dhbzs_e + h_p --> fe3dhbzs_p + h_c
Enterobactin hydrolase,WP_005245937_1 or WP_005248690_1,ENTERH,enter_c + h2o_c --> 23dhbzs3_c
"Aconitase (half-reaction B, Isocitrate hydro-lyase)",WP_005245879_1 or WP_005251340_1,ACONTb,acon_C_c + h2o_c <=> icit_c
"Aconitase (half-reaction A, Citrate hydro-lyase)",WP_005245879_1 or WP_005251340_1,ACONTa,cit_c <=> acon_C_c + h2o_c
2-methylisocitrate dehydratase,WP_005245879_1 or WP_005251340_1,MICITDr,2mcacn_c + h2o_c <=> micit_c
Quinate dehydrogenase,WP_005245725_1,QUINDH,nad_c + quin_c <=> 3dhq_c + 2.0 h_c + nadh_c
Hydroxymethylglutaryl CoA synthase (ir),WP_005245652_1,HMGCOASi,aacoa_c + accoa_c + h2o_c --> coa_c + h_c + hmgcoa_c
BZALDH,WP_005245621_1 or WP_025433317_1,BZALDH,bzalc_c + nad_c <=> bzal_c + h_c + nadh_c
N-acetylneuraminate proton symport,WP_005245604_1 or WP_005249307_1,ACNAMt2,acnam_e + h_e --> acnam_c + h_c
Asparagine synthetase,WP_005245583_1,ASNS2,asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c
Glutaminase,WP_005245583_1,GLUNpp,gln__L_p + h2o_p --> glu__L_p + nh4_p
L-asparaginase,WP_005245583_1,ASNNpp,asn__L_p + h2o_p --> asp__L_p + nh4_p
Chromate transport out via proton antiport (cytoplasm to periplasm),WP_005245512_1,CRO4t3pp,cro4_c + h_p --> cro4_p + h_c
L histidine reversible transport via proton symport,WP_005245474_1 or WP_005246692_1,HISt2r,h_e + his__L_e <=> h_c + his__L_c
5-dehydro-D-gluconate reductase,WP_005245383_1 or WP_005250033_1,5DGLCNR,5dglcn_c + h_c + nadph_c <=> glcn_c + nadp_c
FMN reductase,WP_005245356_1 or WP_025431614_1 or WP_025433058_1,FMNRx,fmn_c + h_c + nadh_c --> fmnh2_c + nad_c
FMN reductase,WP_005245356_1 or WP_005252413_1 or WP_025433058_1,FMNRx2,fmn_c + h_c + nadph_c --> fmnh2_c + nadp_c
Erythronate 4-phosphate (4per) dehydrogenase,WP_005245342_1,PERD,4per_c + nad_c <=> h_c + nadh_c + ohpb_c
B-ketoacyl synthetase (Anteiso-C17:0),WP_005245262_1 or WP_005247960_1 or ( WP_005245262_1 and WP_143767456_1 ),KAS12,2mbcoa_c + 17.0 h_c + 6.0 malcoa_c + 12.0 nadph_c --> 6.0 co2_c + 7.0 coa_c + fa12_c + 5.0 h2o_c + 12.0 nadp_c
"B-ketoacyl synthetase (palmitate, n-C16:0)",WP_005245262_1 or WP_005247960_1 or ( WP_005245262_1 and WP_143767456_1 ),KAS8,accoa_c + 20.0 h_c + 7.0 malcoa_c + 14.0 nadph_c --> 7.0 co2_c + 8.0 coa_c + 6.0 h2o_c + hdca_c + 14.0 nadp_c
Alcohol dehydrogenase  reverse rxn  acetaldehyde   ethanol ,WP_005245235_1 or WP_005249807_1 or WP_025433904_1,ALCD2ir,acald_c + h_c + nadh_c --> etoh_c + nad_c
"Lacaldehyde reductase (R-propane-1,2-diol forming)",WP_005245235_1,LCARR,h_c + lald__D_c + nadh_c <=> 12ppd__R_c + nad_c
FCOAHA,WP_005245231_1,FCOAHA,ferulcoa_c + h2o_c --> accoa_c + vanln_c
CACOAHA,WP_005245231_1,CACOAHA,caffcoa_c + h2o_c --> 34dhbald_c + accoa_c
Nicotinamidase,WP_005245222_1 or WP_005248324_1,NNAM,h2o_c + ncam_c --> nac_c + nh4_c
OCOAT1,WP_005245220_1 or WP_005570063_1 or ( WP_005248111_1 and WP_005570063_1 ),OCOAT1,acac_c + succoa_c --> aacoa_c + succ_c
HOPNTAL3,WP_005245212_1,HOPNTAL3,4h2opntn_c --> acald_c + pyr_c
HOPNTAL2,WP_005245212_1,HOPNTAL2,4hoxoh_c --> ppal_c + pyr_c
"2,3-dihydroxycinnamate 1,2-dioxygenase",WP_005245205_1,DHCINDO,dhcinnm_c + o2_c --> h_c + hkntd_c
"2,3-dihydroxypheylpropionate 1,2-dioxygenase",WP_005245205_1,HPPPNDO,dhpppn_c + o2_c --> h_c + hkndd_c
HMSH3,WP_005245189_1,HMSH3,cchoxod_c + h2o_c --> ac_c + h_c + op4en_c
HMSH2,WP_005245189_1,HMSH2,h2o_c + hmccms_c --> 2hchd_c + for_c + h_c
HMSH,WP_005245189_1,HMSH,2hmcnsad_c + h2o_c --> for_c + 2.0 h_c + op4en_c
G glutamyltransferase,WP_005245018_1 and WP_037181684_1,GTMLT,ala__L_c + gthrd_c --> cgly_c + gluala_c
"Murein D,D-carboxypeptidase (murein5p3p) (periplasm)",WP_005244981_1,MDDCP5pp,h2o_p + murein5p3p_p --> ala__D_p + murein4p3p_p
"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",WP_005244981_1,MDDEP4pp,h2o_p + murein4px4px4p_p --> murein4px4p4p_p
"Murein D,D-carboxypeptidase (murein5px4p) (periplasm)",WP_005244981_1,MDDCP1pp,h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p
"Murein D,D-carboxypeptidase (murein5px4px4p) (periplasm)",WP_005244981_1,MDDCP2pp,h2o_p + murein5px4px4p_p --> ala__D_p + murein4px4px4p_p
"Murein D,D-carboxypeptidase (murein5p5p) (periplasm)",WP_005244981_1,MDDCP3pp,h2o_p + murein5p5p_p --> ala__D_p + murein5p4p_p
"Murein D,D-carboxypeptidase (murein5p4p) (periplasm)",WP_005244981_1,MDDCP4pp,h2o_p + murein5p4p_p --> ala__D_p + murein4p4p_p
"Murein D,D-endopeptidase (murein5px4p) (periplasm)",WP_005244981_1,MDDEP3pp,h2o_p + murein5px4p_p --> murein5p4p_p
"Murein D,D-endopeptidase (murein4px4p) (periplasm)",WP_005244981_1,MDDEP1pp,h2o_p + murein4px4p_p --> murein4p4p_p
Hypoxanthine phosphoribosyltransferase (Hypoxanthine),WP_005244976_1,HXPRT,hxan_c + prpp_c --> imp_c + ppi_c
Ap4A synthetase,WP_005244958_1,AP4AS,2.0 atp_c + h_c --> ap4a_c + ppi_c
L-asparaginase,WP_005244922_1 or WP_005245583_1 or WP_025432017_1,ASNN,asn__L_c + h2o_c --> asp__L_c + nh4_c
L-asparagine reversible transport via proton symport (periplasm),WP_005244919_1,ASNt2rpp,asn__L_p + h_p <=> asn__L_c + h_c
L asparagine reversible transport via proton symport,WP_005244919_1,ASNt2r,asn__L_e + h_e <=> asn__L_c + h_c
2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,WP_005244899_1,MEPCT,2me4p_c + ctp_c + h_c --> 4c2me_c + ppi_c
"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",WP_005244898_1,MECDPS,2p4c2me_c --> 2mecdp_c + cmp_c
Acetylornithine transaminase,WP_005244889_1 or WP_005247366_1,ACOTA,acorn_c + akg_c <=> acg5sa_c + glu__L_c
Zinc (Zn+2) transport via ABC system (periplasm),WP_005244871_1 or ( WP_005244870_1 and WP_025433261_1 ) or ( WP_005244871_1 and WP_005265172_1 ),ZNabcpp,atp_c + h2o_c + zn2_p --> adp_c + h_c + pi_c + zn2_c
Copper transport via ABC system (periplasm),WP_005244870_1 and WP_025433261_1,CUabcpp,atp_c + cu2_p + h2o_c --> adp_c + cu2_c + h_c + pi_c
Trehalose-phosphatase,WP_005244868_1 or WP_005246155_1,TRE6PP,h2o_c + tre6p_c --> pi_c + tre_c
NADH dehydrogenase (ubiquinone-8 ),WP_005244851_1 or WP_005246084_1 or WP_005248159_1 or WP_025431777_1 or ( WP_005246084_1 and WP_005251758_1 ) or ( WP_005239104_1 and WP_005239105_1 and WP_005239106_1 and WP_005239107_1 and WP_005239108_1 and WP_005239110_1 and WP_005239113_1 and WP_005239114_1 and WP_005239115_1 and WP_005239116_1 and WP_005239117_1 and WP_005239118_1 and WP_005239119_1 ),NADH5,h_c + nadh_c + q8_c --> nad_c + q8h2_c
NADH dehydrogenase (demethylmenaquinone-8 & 0 protons),WP_005244851_1 or WP_005246084_1 or ( WP_005246084_1 and WP_005251758_1 ) or ( WP_005239104_1 and WP_005239105_1 and WP_005239106_1 and WP_005239107_1 and WP_005239108_1 and WP_005239110_1 and WP_005239113_1 and WP_005239114_1 and WP_005239115_1 and WP_005239116_1 and WP_005239117_1 and WP_005239118_1 and WP_005239119_1 ),NADH9,2dmmq8_c + h_c + nadh_c --> 2dmmql8_c + nad_c
NADH dehydrogenase (menaquinone-8 & 0 protons),WP_005244851_1 or WP_005246084_1 or ( WP_005246084_1 and WP_005251758_1 ) or ( WP_005239104_1 and WP_005239105_1 and WP_005239106_1 and WP_005239107_1 and WP_005239108_1 and WP_005239110_1 and WP_005239113_1 and WP_005239114_1 and WP_005239115_1 and WP_005239116_1 and WP_005239117_1 and WP_005239118_1 and WP_005239119_1 ),NADH10,h_c + mqn8_c + nadh_c --> mql8_c + nad_c
Uricase,WP_005244845_1 or ( WP_005244838_1 and WP_005244845_1 and WP_005248922_1 and WP_025432998_1 ),URIC,2.0 h2o_c + o2_c + urate_c --> alltn_c + co2_c + h2o2_c
Allantoin transport in via proton symport (periplasm),WP_005244837_1,ALLTNt2rpp,alltn_p + h_p <=> alltn_c + h_c
Allantoinase,WP_005244835_1 or WP_005246368_1,ALLTN,alltn_c + h2o_c --> alltt_c + h_c
Tryptophan synthase (indole),WP_005244831_1 or ( WP_005247486_1 and WP_005247488_1 ),TRPS2,indole_c + ser__L_c --> h2o_c + trp__L_c
Tryptophan synthase (indoleglycerol phosphate),WP_005244831_1 or ( WP_005247486_1 and WP_005247488_1 ),TRPS1,3ig3p_c + ser__L_c --> g3p_c + h2o_c + trp__L_c
2-Oxogluterate dehydrogenase,WP_005244823_1 or WP_005249853_1 or WP_063624762_1,AKGDH,akg_c + coa_c + nad_c --> co2_c + nadh_c + succoa_c
NAD transhydrogenase,WP_005244823_1 or ( WP_005242744_1 and WP_005245256_1 ),NADTRHD,nad_c + nadph_c --> nadh_c + nadp_c
Glycine-cleavage complex,WP_005244823_1 or ( WP_005238509_1 and WP_005239925_1 ),GCCc,dhlpro_c + nad_c --> h_c + lpro_c + nadh_c
Dihydrolipoamide dehydrogenase,WP_005244823_1,LPD5,dhlplarg_c + nad_c --> h_c + lplarg_c + nadh_c
2hh24dd hydratase,WP_005244822_1,2HH24DDH,2hh24dd_c + h2o_c --> 4h2kpi_c
"2-oxo-hept-3-ene-1,7-dioate hydratase",WP_005244822_1,OHEDH,2ohed_c + h2o_c --> 24dhhed_c
2hh24dd hydratase,WP_005244822_1,2HH24DDH1,2hh24dd_c + h2o_c --> 24dhhed_c
4-hydroxy-2-oxopentanoate aldolase,WP_005244820_1 or WP_005245212_1,HOPNTAL,4h2opntn_c --> acald_c + pyr_c
"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase",WP_005244806_1,HKNDDH,h2o_c + hkndd_c --> h_c + op4en_c + succ_c
2-hydroxy-6-ketononotrienedioate hydrolase,WP_005244806_1,HKNTDH,h2o_c + hkntd_c --> fum_c + h_c + op4en_c
Glutarate-semialdehyde:NAD+ oxidoreductase,WP_005244802_1 or WP_005248460_1 or WP_005248977_1 or WP_005249488_1 or WP_005252080_1,OXPTNDH,h2o_c + nad_c + oxptn_c --> glutar_c + 2.0 h_c + nadh_c
APTNAT,WP_005244800_1,APTNAT,5aptn_c + akg_c <=> glu__L_c + oxptn_c
Putrescine Transaminase,WP_005244800_1,PTRCTA,akg_c + ptrc_c --> 4abutn_c + glu__L_c
Choline dehydrogenase,WP_005244787_1 or WP_025432458_1 or WP_025433218_1,CHOLD,chol_c + nad_c --> betald_c + h_c + nadh_c
"Lacaldehyde reductase (S-propane-1,2-diol forming)",WP_005244787_1 or WP_005245235_1 or WP_005250208_1,LCARS,h_c + lald__L_c + nadh_c <=> 12ppd__S_c + nad_c
2-aceto-2-hydroxybutanoate synthase,WP_005244751_1 or WP_005244775_1 or WP_005249200_1 or WP_025433810_1 or WP_037181410_1 or WP_080578309_1,ACHBS,2obut_c + h_c + pyr_c --> 2ahbut_c + co2_c
NADH oxidase,WP_005244735_1 and WP_005244737_1,NOX,h_c + nadh_c + o2_c --> h2o2_c + nad_c
D-xylose transport in via proton symport,WP_005244703_1 or WP_005249913_1,XYLt2,h_e + xyl__D_e --> h_c + xyl__D_c
D galactose transport in via proton symport,WP_005244703_1 or WP_005248931_1,GALt2,gal_e + h_e --> gal_c + h_c
ARBt2r,WP_005244703_1 or WP_005245401_1,ARBt2r,arab__L_e + h_e <=> arab__L_c + h_c
Pyridoxal 5-phosphate phosphatase,WP_005244691_1 or WP_005248850_1,PYDXPP,h2o_c + pydx5p_c --> pi_c + pydx_c
Pyridoxine 5-phosphate phosphatase,WP_005244691_1 or WP_005248850_1,PDXPP,h2o_c + pdx5p_c --> pi_c + pydxn_c
HYDA1,WP_005244678_1 and WP_187300187_1,HYDA1,h2_e + 2.0 h_c + mqn6_c --> 2.0 h_e + mql6_c
Hydrogenase (menaquinone8: 2 protons),WP_005244676_1 or ( WP_005244676_1 and WP_005244678_1 ) or ( WP_005244642_1 and WP_005244670_1 and WP_005244678_1 and WP_005246900_1 ),HYD2,h2_c + 2.0 h_c + mqn8_c --> 2.0 h_e + mql8_c
Hydrogenase (Demethylmenaquinone-8: 2 protons) (periplasm),WP_005244676_1 or ( WP_005244676_1 and WP_005244678_1 ),HYD3pp,2dmmq8_c + h2_c + 2.0 h_c --> 2dmmql8_c + 2.0 h_p
Hydrogenase (Demethylmenaquinone-8: 2 protons),WP_005244676_1 or ( WP_005244676_1 and WP_005244678_1 ),HYD3,2dmmq8_c + h2_c + 2.0 h_c --> 2dmmql8_c + 2.0 h_e
Hydrogenase (menaquinone8: 2 protons) (periplasm),WP_005244676_1 or ( WP_005244676_1 and WP_005244678_1 ),HYD2pp,h2_c + 2.0 h_c + mqn8_c --> 2.0 h_p + mql8_c
Hydrogenase (ubiquinone-8: 2 protons) (periplasm),WP_005244676_1 or ( WP_005244676_1 and WP_005244678_1 ),HYD1pp,h2_c + 2.0 h_c + q8_c --> 2.0 h_p + q8h2_c
Hydrogenase (ubiquinone-8: 2 protons),WP_005244676_1 or ( WP_005244676_1 and WP_005244678_1 ),HYD1,h2_c + 2.0 h_c + q8_c --> 2.0 h_e + q8h2_c
5-dehydro-4-deoxyglucarate aldolase,WP_005244657_1,GLCRAL,5dh4dglc_c --> 2h3oppan_c + pyr_c
