#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
Un,NZ_NWMZ01000001.1,3608227,3608937,-,57599309,msrA,COO55_RS16670,WP_043787771.1,236,MULTISPECIES: peptide-methionine (S)-S-oxide reductase MsrA
Un,NZ_NWMZ01000001.1,3608897,3610090,-,57599310,,COO55_RS16675,WP_051055367.1,397,MULTISPECIES: acyltransferase
Un,NZ_NWMZ01000001.1,3610348,3610971,+,57599312,,COO55_RS16685,WP_005260485.1,207,MULTISPECIES: superoxide dismutase
Un,NZ_NWMZ01000001.1,3611088,3612527,+,57599313,,COO55_RS16690,WP_054247499.1,479,MULTISPECIES: amidase
Un,NZ_NWMZ01000001.1,3612531,3613880,-,57599314,,COO55_RS16695,WP_120659931.1,449,hypothetical protein
Un,NZ_NWMZ01000001.1,3613946,3615421,-,57599315,,COO55_RS16700,WP_120659932.1,491,CotH kinase family protein
Un,NZ_NWMZ01000001.1,3615421,3616098,-,57599316,,COO55_RS16705,WP_005562572.1,225,MULTISPECIES: DUF4956 domain-containing protein
Un,NZ_NWMZ01000001.1,3616095,3616949,-,57599317,,COO55_RS16710,WP_120659933.1,284,polyphosphate polymerase domain-containing protein
Un,NZ_NWMZ01000001.1,3617206,3617733,+,57599318,,COO55_RS16715,WP_007298283.1,175,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3618010,3618720,+,57599319,,COO55_RS16720,WP_005562577.1,236,MULTISPECIES: TMEM165/GDT1 family protein
Un,NZ_NWMZ01000001.1,3618803,3620479,+,57599320,,COO55_RS16725,WP_043787779.1,558,FAD-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,3620493,3621941,+,57599321,,COO55_RS16730,WP_005260494.1,482,MULTISPECIES: cyclic nucleotide-binding domain-containing protein
Un,NZ_NWMZ01000001.1,3621934,3622281,+,57599322,,COO55_RS16735,WP_005562580.1,115,MULTISPECIES: UBP-type zinc finger domain-containing protein
Un,NZ_NWMZ01000001.1,3622291,3622638,-,57599323,,COO55_RS16740,WP_120659934.1,115,hypothetical protein
Un,NZ_NWMZ01000001.1,3622807,3623574,+,57599324,,COO55_RS16745,WP_005562584.1,255,MULTISPECIES: SDR family NAD(P)-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,3623662,3624291,+,57599325,,COO55_RS16750,WP_005562585.1,209,MULTISPECIES: class I SAM-dependent methyltransferase
Un,NZ_NWMZ01000001.1,3624316,3624990,-,57599326,,COO55_RS16755,WP_120659935.1,224,DUF1275 domain-containing protein
Un,NZ_NWMZ01000001.1,3625027,3626583,-,57599327,,COO55_RS16760,WP_120659936.1,518,TM0106 family RecB-like putative nuclease
Un,NZ_NWMZ01000001.1,3626746,3627399,+,57599328,,COO55_RS16765,WP_005254746.1,217,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3627418,3627936,+,57599329,,COO55_RS16770,WP_065488601.1,172,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3627978,3628646,+,57599330,,COO55_RS16775,WP_005560933.1,222,MULTISPECIES: YcnI family protein
Un,NZ_NWMZ01000001.1,3628643,3629176,+,57599331,,COO55_RS16780,WP_065488599.1,177,MULTISPECIES: copper resistance protein CopC
Un,NZ_NWMZ01000001.1,3629182,3630120,+,57599332,,COO55_RS16785,WP_054248468.1,312,MULTISPECIES: CopD family protein
Un,NZ_NWMZ01000001.1,3630171,3631100,-,57599333,,COO55_RS16790,WP_005562716.1,309,MULTISPECIES: NADP-dependent oxidoreductase
Un,NZ_NWMZ01000001.1,3631153,3631803,-,57599334,,COO55_RS16795,WP_005562714.1,216,MULTISPECIES: UdgX family uracil-DNA binding protein
Un,NZ_NWMZ01000001.1,3631909,3632274,+,57599335,,COO55_RS16800,WP_005248914.1,121,MULTISPECIES: RidA family protein
Un,NZ_NWMZ01000001.1,3632415,3632942,+,57599336,,COO55_RS16805,WP_025431639.1,175,MULTISPECIES: MarR family transcriptional regulator
Un,NZ_NWMZ01000001.1,3632952,3633641,-,57599337,,COO55_RS16810,WP_037203371.1,229,MULTISPECIES: TetR/AcrR family transcriptional regulator
Un,NZ_NWMZ01000001.1,1080128,1081270,-,57597012,tnpB,COO55_RS05180,WP_120659311.1,380,IS200/IS605 family element transposase accessory protein TnpB
Un,NZ_NWMZ01000001.1,1083109,1084353,+,57597015,,COO55_RS05195,WP_007296661.1,414,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1084373,1085458,-,57597016,,COO55_RS05200,WP_005256982.1,361,MULTISPECIES: adenosine deaminase
Un,NZ_NWMZ01000001.1,1085468,1086763,-,57597017,,COO55_RS05205,WP_120659312.1,431,MULTISPECIES: thymidine phosphorylase
Un,NZ_NWMZ01000001.1,1086756,1087160,-,57597018,,COO55_RS05210,WP_005239890.1,134,MULTISPECIES: cytidine deaminase
Un,NZ_NWMZ01000001.1,1087416,1087820,+,57597019,sdhC,COO55_RS05215,WP_005239889.1,134,"MULTISPECIES: succinate dehydrogenase, cytochrome b556 subunit"
Un,NZ_NWMZ01000001.1,1087822,1088265,+,57597020,,COO55_RS05220,WP_005239887.1,147,MULTISPECIES: succinate dehydrogenase hydrophobic membrane anchor subunit
Un,NZ_NWMZ01000001.1,1088281,1090032,+,57597021,,COO55_RS05225,WP_005256984.1,583,MULTISPECIES: succinate dehydrogenase flavoprotein subunit
Un,NZ_NWMZ01000001.1,1090032,1090811,+,57597022,,COO55_RS05230,WP_005256985.1,259,MULTISPECIES: succinate dehydrogenase iron-sulfur subunit
Un,NZ_NWMZ01000001.1,1090967,1091962,+,57597023,,COO55_RS05235,WP_005564174.1,331,MULTISPECIES: malate dehydrogenase
Un,NZ_NWMZ01000001.1,1092081,1093361,+,57597024,,COO55_RS05240,WP_120659313.1,426,MULTISPECIES: D-alanyl-D-alanine carboxypeptidase
Un,NZ_NWMZ01000001.1,1093380,1094411,-,57597025,yhjD,COO55_RS05245,WP_005564170.1,343,MULTISPECIES: inner membrane protein YhjD
Un,NZ_NWMZ01000001.1,1094408,1095442,-,57597026,trpS,COO55_RS05250,WP_005256998.1,344,MULTISPECIES: tryptophan--tRNA ligase
Un,NZ_NWMZ01000001.1,1095495,1096301,-,57597027,xth,COO55_RS05255,WP_120661269.1,268,exodeoxyribonuclease III
Un,NZ_NWMZ01000001.1,1096337,1097560,-,57597028,,COO55_RS05260,WP_005257001.1,407,MULTISPECIES: MFS transporter
Un,NZ_NWMZ01000001.1,1097761,1098984,-,57597029,,COO55_RS05265,WP_005560536.1,407,MULTISPECIES: NADP-dependent isocitrate dehydrogenase
Un,NZ_NWMZ01000001.1,1099497,1100780,+,57597030,,COO55_RS05270,WP_120659314.1,427,bifunctional o-acetylhomoserine/o-acetylserine sulfhydrylase
Un,NZ_NWMZ01000001.1,1100777,1101901,+,57597031,,COO55_RS05275,WP_120659315.1,374,homoserine O-acetyltransferase
Un,NZ_NWMZ01000001.1,1101933,1102217,-,57597032,,COO55_RS05280,WP_005560179.1,94,MULTISPECIES: DUF3017 domain-containing protein
Un,NZ_NWMZ01000001.1,1102219,1103079,-,57597033,,COO55_RS05285,WP_005257035.1,286,MULTISPECIES: bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
Un,NZ_NWMZ01000001.1,1103113,1103718,-,57597034,,COO55_RS05290,WP_005257037.1,201,pentapeptide repeat-containing protein
Un,NZ_NWMZ01000001.1,1103762,1104229,+,57597035,,COO55_RS05295,WP_005560181.1,155,MULTISPECIES: tRNA (cytidine(34)-2\\'-O)-methyltransferase
Un,NZ_NWMZ01000001.1,1104210,1105154,-,57597036,,COO55_RS05300,WP_120659316.1,314,LysR family transcriptional regulator
Un,NZ_NWMZ01000001.1,1105244,1106293,+,57597037,,COO55_RS05305,WP_120659317.1,349,TDT family transporter
Un,NZ_NWMZ01000001.1,1106316,1106624,-,57597038,,COO55_RS05310,WP_005560188.1,102,MULTISPECIES: rhodanese-like domain-containing protein
Un,NZ_NWMZ01000001.1,1106621,1107514,-,57597039,,COO55_RS05315,WP_043786659.1,297,MULTISPECIES: DUF4349 domain-containing protein
Un,NZ_NWMZ01000001.1,1110935,1111678,-,57597041,,COO55_RS05325,WP_120659318.1,247,(2Fe-2S)-binding protein
Un,NZ_NWMZ01000001.1,1111671,1112447,-,57597042,,COO55_RS05330,WP_120659319.1,258,ABC transporter ATP-binding protein
Un,NZ_NWMZ01000001.1,1112444,1113532,-,57597043,,COO55_RS05335,WP_120659320.1,362,iron ABC transporter permease
Un,NZ_NWMZ01000001.1,1113529,1114524,-,57597044,,COO55_RS05340,WP_120659321.1,331,ABC transporter substrate-binding protein
Un,NZ_NWMZ01000001.1,1114853,1116973,+,57597045,,COO55_RS05345,WP_120659322.1,706,MMPL family transporter
Un,NZ_NWMZ01000001.1,1117006,1119000,+,57597046,,COO55_RS05350,WP_120659323.1,664,SDR family oxidoreductase
Un,NZ_NWMZ01000001.1,1119006,1119884,-,57597047,,COO55_RS05355,WP_120659324.1,292,sucrase ferredoxin
Un,NZ_NWMZ01000001.1,1119914,1120492,-,57597048,,COO55_RS05360,WP_120659325.1,192,YdeI/OmpD-associated family protein
Un,NZ_NWMZ01000001.1,1120503,1121015,-,57597049,,COO55_RS05365,WP_005572775.1,170,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1121104,1122078,-,57597050,,COO55_RS05370,WP_005257095.1,324,MULTISPECIES: R2-like ligand-binding oxidase
Un,NZ_NWMZ01000001.1,3633662,3634693,-,57599338,,COO55_RS16815,WP_005573551.1,343,MULTISPECIES: aromatic ring-hydroxylating dioxygenase subunit alpha
Un,NZ_NWMZ01000001.1,3634695,3634907,-,57599339,,COO55_RS16820,WP_005248918.1,70,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3634920,3635879,-,57599340,,COO55_RS16825,WP_169695417.1,319,2Fe-2S iron-sulfur cluster binding domain-containing protein
Un,NZ_NWMZ01000001.1,3635990,3636724,-,57599341,,COO55_RS16830,WP_005254757.1,244,MULTISPECIES: MBL fold metallo-hydrolase
Un,NZ_NWMZ01000001.1,3636813,3637961,-,57599342,,COO55_RS16835,WP_120659937.1,382,MBL fold metallo-hydrolase
Un,NZ_NWMZ01000001.1,3637962,3639092,-,57599343,,COO55_RS16840,WP_120659938.1,376,FAD-dependent monooxygenase
Un,NZ_NWMZ01000001.1,3639089,3640738,-,57599344,,COO55_RS16845,WP_081315248.1,549,MULTISPECIES: thiamine pyrophosphate-binding protein
Un,NZ_NWMZ01000001.1,3640731,3641513,-,57599345,,COO55_RS16850,WP_120659939.1,260,SDR family oxidoreductase
Un,NZ_NWMZ01000001.1,3641530,3642279,-,57599346,,COO55_RS16855,WP_005254761.1,249,MULTISPECIES: 3-oxoacyl-ACP reductase FabG
Un,NZ_NWMZ01000001.1,3642282,3642788,-,57599347,,COO55_RS16860,WP_005254762.1,168,MULTISPECIES: cupin domain-containing protein
Un,NZ_NWMZ01000001.1,3642803,3643588,-,57599348,,COO55_RS16865,WP_120659940.1,261,alpha/beta fold hydrolase
Un,NZ_NWMZ01000001.1,3643585,3644514,-,57599349,,COO55_RS16870,WP_120659941.1,309,VOC family protein
Un,NZ_NWMZ01000001.1,3644706,3646214,-,57599350,,COO55_RS16875,WP_120659942.1,502,aldehyde dehydrogenase
Un,NZ_NWMZ01000001.1,3646211,3647593,-,57599351,,COO55_RS16880,WP_120659943.1,460,MFS transporter
Un,NZ_NWMZ01000001.1,3647723,3648433,-,57599352,,COO55_RS16885,WP_120659944.1,236,ABC transporter ATP-binding protein
Un,NZ_NWMZ01000001.1,3650815,3651438,+,57599355,,COO55_RS16905,WP_005254770.1,207,MULTISPECIES: response regulator transcription factor
Un,NZ_NWMZ01000001.1,3651494,3652978,+,57599356,,COO55_RS16910,WP_120659946.1,494,adenylate/guanylate cyclase domain-containing protein
Un,NZ_NWMZ01000001.1,3653323,3653871,+,57599358,,COO55_RS16920,WP_120661357.1,182,AMP-binding protein
Un,NZ_NWMZ01000001.1,3653876,3655033,-,57599359,,COO55_RS16925,WP_166680698.1,385,MFS transporter
Un,NZ_NWMZ01000001.1,3655349,3655711,-,57599360,,COO55_RS16930,WP_054248435.1,120,PH domain-containing protein
Un,NZ_NWMZ01000001.1,3655708,3656709,-,57599361,,COO55_RS16935,WP_054248436.1,333,MULTISPECIES: YihY/virulence factor BrkB family protein
Un,NZ_NWMZ01000001.1,3656771,3657376,-,57599362,,COO55_RS16940,WP_039951704.1,201,MULTISPECIES: TetR family transcriptional regulator
Un,NZ_NWMZ01000001.1,3657486,3658337,+,57599363,,COO55_RS16945,WP_120659948.1,283,crotonase/enoyl-CoA hydratase family protein
Un,NZ_NWMZ01000001.1,3658334,3658738,+,57599364,,COO55_RS16950,WP_005248947.1,134,MULTISPECIES: nuclear transport factor 2 family protein
Un,NZ_NWMZ01000001.1,3658762,3659739,+,57599365,,COO55_RS16955,WP_120659949.1,325,nitronate monooxygenase
Un,NZ_NWMZ01000001.1,3659808,3660959,-,57599366,,COO55_RS16960,WP_054248594.1,383,acyl-CoA dehydrogenase family protein
Un,NZ_NWMZ01000001.1,3661015,3661656,-,57599367,,COO55_RS16965,WP_120659950.1,213,TetR family transcriptional regulator
Un,NZ_NWMZ01000001.1,3661667,3662428,-,57599368,,COO55_RS16970,WP_005264856.1,253,MULTISPECIES: 3-hydroxyacyl-CoA dehydrogenase
Un,NZ_NWMZ01000001.1,3662469,3663662,-,57599369,,COO55_RS16975,WP_061042174.1,397,MULTISPECIES: thiolase family protein
Un,NZ_NWMZ01000001.1,3663752,3664552,-,57599370,,COO55_RS16980,WP_120659951.1,266,crotonase/enoyl-CoA hydratase family protein
Un,NZ_NWMZ01000001.1,3664701,3665672,+,57599371,,COO55_RS16985,WP_054248591.1,323,NADPH:quinone oxidoreductase family protein
Un,NZ_NWMZ01000001.1,3665684,3666466,+,57599372,,COO55_RS16990,WP_120659952.1,260,enoyl-CoA hydratase
Un,NZ_NWMZ01000001.1,3666512,3667459,-,57599373,,COO55_RS16995,WP_120659953.1,315,alpha/beta hydrolase
Un,NZ_NWMZ01000001.1,3667562,3668005,-,57599374,,COO55_RS17000,WP_005574494.1,147,MULTISPECIES: SRPBCC family protein
Un,NZ_NWMZ01000001.1,3668008,3669561,-,57599375,,COO55_RS17005,WP_065488549.1,517,succinate-semialdehyde dehydrogenase (NADP(+))
Un,NZ_NWMZ01000001.1,3669643,3670038,-,57599376,,COO55_RS17010,WP_005574490.1,131,MULTISPECIES: low affinity iron permease family protein
Un,NZ_NWMZ01000001.1,3670715,3671014,+,58575343,,COO55_RS41585,WP_183102281.1,99,hypothetical protein
Un,NZ_NWMZ01000001.1,1122231,1123016,-,57597051,,COO55_RS05375,WP_120659326.1,261,alpha/beta hydrolase
Un,NZ_NWMZ01000001.1,1123057,1123428,-,57597052,,COO55_RS05380,WP_043793368.1,123,MULTISPECIES: VOC family protein
Un,NZ_NWMZ01000001.1,1123425,1124666,-,57597053,tnpB,COO55_RS05385,WP_120661271.1,413,IS200/IS605 family element transposase accessory protein TnpB
Un,NZ_NWMZ01000001.1,1125244,1125846,-,57597055,,COO55_RS05395,WP_005572772.1,200,MULTISPECIES: dihydrofolate reductase family protein
Un,NZ_NWMZ01000001.1,1125839,1127392,-,57597056,,COO55_RS05400,WP_120659327.1,517,DNA polymerase Y family protein
Un,NZ_NWMZ01000001.1,1127389,1128228,-,57597057,,COO55_RS05405,WP_183102270.1,279,hypothetical protein
Un,NZ_NWMZ01000001.1,1128440,1129651,+,57597058,,COO55_RS05410,WP_005257120.1,403,MULTISPECIES: serine/threonine protein kinase
Un,NZ_NWMZ01000001.1,1129664,1130323,-,57597059,,COO55_RS05415,WP_005257121.1,219,MULTISPECIES: response regulator transcription factor
Un,NZ_NWMZ01000001.1,1130364,1130831,-,57597060,,COO55_RS05420,WP_005570983.1,155,MULTISPECIES: RDD family protein
Un,NZ_NWMZ01000001.1,1130884,1131741,-,57597061,,COO55_RS05425,WP_120659329.1,285,hypothetical protein
Un,NZ_NWMZ01000001.1,1131741,1132055,-,57597062,,COO55_RS05430,WP_120661273.1,104,WXG100 family type VII secretion target
Un,NZ_NWMZ01000001.1,1132052,1132555,-,57597063,,COO55_RS05435,WP_120659330.1,167,MULTISPECIES: YbaB/EbfC family nucleoid-associated protein
Un,NZ_NWMZ01000001.1,1134162,1135649,+,57597065,,COO55_RS05445,WP_120659331.1,495,PspC domain-containing protein
Un,NZ_NWMZ01000001.1,1135642,1135869,+,57597066,,COO55_RS05450,WP_054248426.1,75,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,1135930,1137501,-,57597067,guaA,COO55_RS05455,WP_005570997.1,523,MULTISPECIES: glutamine-hydrolyzing GMP synthase
Un,NZ_NWMZ01000001.1,1137566,1139308,-,57597068,,COO55_RS05460,WP_005257140.1,580,MULTISPECIES: GMC family oxidoreductase
Un,NZ_NWMZ01000001.1,1139519,1140658,-,57597069,,COO55_RS05465,WP_005257142.1,379,MULTISPECIES: GuaB3 family IMP dehydrogenase-related protein
Un,NZ_NWMZ01000001.1,1140692,1142215,-,57597070,guaB,COO55_RS05470,WP_005570999.1,507,MULTISPECIES: IMP dehydrogenase
Un,NZ_NWMZ01000001.1,1142449,1142853,+,57597071,,COO55_RS05475,WP_005239778.1,134,MULTISPECIES: DUF5319 domain-containing protein
Un,NZ_NWMZ01000001.1,1142939,1143955,-,57597072,,COO55_RS05480,WP_043792231.1,338,MULTISPECIES: type IV secretion protein Rhs
Un,NZ_NWMZ01000001.1,1143939,1144517,-,57597073,,COO55_RS05485,WP_005239770.1,192,MULTISPECIES: sigma-70 family RNA polymerase sigma factor
Un,NZ_NWMZ01000001.1,1144677,1145510,-,57597074,,COO55_RS05490,WP_005571001.1,277,hypothetical protein
Un,NZ_NWMZ01000001.1,1145545,1146561,-,57597075,,COO55_RS05495,WP_081276678.1,338,MerR family transcriptional regulator
Un,NZ_NWMZ01000001.1,1146810,1147103,+,57597076,,COO55_RS05500,WP_005239766.1,97,MULTISPECIES: WhiB family transcriptional regulator
Un,NZ_NWMZ01000001.1,1147269,1147901,+,57597077,,COO55_RS05505,WP_005253895.1,210,MULTISPECIES: sigma-70 family RNA polymerase sigma factor
Un,NZ_NWMZ01000001.1,1147903,1148622,+,57597078,,COO55_RS05510,WP_054248328.1,239,MULTISPECIES: anti-sigma factor
Un,NZ_NWMZ01000001.1,1148720,1150333,-,57597079,groL,COO55_RS05515,WP_005253893.1,537,MULTISPECIES: chaperonin GroEL
Un,NZ_NWMZ01000001.1,1150425,1150724,-,57597080,groES,COO55_RS05520,WP_003940763.1,99,MULTISPECIES: co-chaperone GroES
Un,NZ_NWMZ01000001.1,1150955,1152673,+,57597081,,COO55_RS05525,WP_043789831.1,572,TIGR03767 family metallophosphoesterase
Un,NZ_NWMZ01000001.1,1152670,1153206,-,57597082,,COO55_RS05530,WP_005566595.1,178,MULTISPECIES: two pore domain potassium channel family protein
Un,NZ_NWMZ01000001.1,1153414,1155018,+,57597083,,COO55_RS05535,WP_005566596.1,534,Hsp70 family protein
Un,NZ_NWMZ01000001.1,1155011,1156048,-,57597084,tsaD,COO55_RS05540,WP_005566597.1,345,MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD
Un,NZ_NWMZ01000001.1,1156045,1156524,-,57597085,rimI,COO55_RS05545,WP_005566598.1,159,MULTISPECIES: ribosomal protein S18-alanine N-acetyltransferase
Un,NZ_NWMZ01000001.1,1156521,1157180,-,57597086,tsaB,COO55_RS05550,WP_007301252.1,219,MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB
Un,NZ_NWMZ01000001.1,1157230,1157718,-,57597087,tsaE,COO55_RS05555,WP_005569292.1,162,MULTISPECIES: tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex ATPase subunit type 1 TsaE
Un,NZ_NWMZ01000001.1,3678081,3678461,+,57599383,,COO55_RS17045,WP_120659954.1,126,hemophore-related protein
Un,NZ_NWMZ01000001.1,3678468,3679448,-,57599384,,COO55_RS17050,WP_120659955.1,326,hydroxyacid dehydrogenase
Un,NZ_NWMZ01000001.1,3679448,3680788,-,57599385,gudD,COO55_RS17055,WP_120659956.1,446,glucarate dehydratase
Un,NZ_NWMZ01000001.1,3680910,3681626,-,57599386,,COO55_RS17060,WP_120659957.1,238,sulfite exporter TauE/SafE family protein
Un,NZ_NWMZ01000001.1,3681623,3682633,-,57599387,,COO55_RS17065,WP_054246766.1,336,dipeptide ABC transporter ATP-binding protein
Un,NZ_NWMZ01000001.1,3682626,3683654,-,57599388,,COO55_RS17070,WP_120659958.1,342,ABC transporter ATP-binding protein
Un,NZ_NWMZ01000001.1,3683651,3684679,-,57599389,,COO55_RS17075,WP_054246765.1,342,ABC transporter permease
Un,NZ_NWMZ01000001.1,3684692,3685618,-,57599390,,COO55_RS17080,WP_005256530.1,308,MULTISPECIES: ABC transporter permease
Un,NZ_NWMZ01000001.1,3685686,3687269,-,57599391,,COO55_RS17085,WP_065488535.1,527,peptide ABC transporter substrate-binding protein
Un,NZ_NWMZ01000001.1,3687623,3688627,+,57599392,,COO55_RS17090,WP_120659959.1,334,2-hydroxyacid dehydrogenase
Un,NZ_NWMZ01000001.1,3688624,3689019,+,57599393,,COO55_RS17095,WP_005237769.1,131,universal stress protein
Un,NZ_NWMZ01000001.1,3689093,3689548,+,57599394,,COO55_RS17100,WP_120659960.1,151,hypothetical protein
Un,NZ_NWMZ01000001.1,3689712,3690785,+,57599395,,COO55_RS17105,WP_005569228.1,357,MULTISPECIES: alkene reductase
Un,NZ_NWMZ01000001.1,3691173,3691562,+,57599396,,COO55_RS17110,WP_064080240.1,129,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3691591,3691968,-,57599397,,COO55_RS17115,WP_005569226.1,125,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3692002,3693126,-,57599398,,COO55_RS17120,WP_005256513.1,374,MULTISPECIES: XdhC family protein
Un,NZ_NWMZ01000001.1,3693310,3693858,+,57599399,,COO55_RS17125,WP_005569225.1,182,MarR family transcriptional regulator
Un,NZ_NWMZ01000001.1,3694162,3694545,+,57599400,,COO55_RS17130,WP_005569224.1,127,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3694595,3695413,+,57599401,,COO55_RS17135,WP_120659961.1,272,FAD binding domain-containing protein
Un,NZ_NWMZ01000001.1,3695410,3695955,+,57599402,,COO55_RS17140,WP_120659962.1,181,(2Fe-2S)-binding protein
Un,NZ_NWMZ01000001.1,3695952,3698351,+,57599403,,COO55_RS17145,WP_081276513.1,799,MULTISPECIES: xanthine dehydrogenase family protein molybdopterin-binding subunit
Un,NZ_NWMZ01000001.1,3698797,3699270,-,57599405,,COO55_RS17155,WP_005569220.1,157,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3699524,3699787,-,57599406,,COO55_RS17160,WP_005256501.1,87,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3700247,3701260,-,57599407,,COO55_RS17165,WP_080606133.1,337,MULTISPECIES: AsnC family transcriptional regulator
Un,NZ_NWMZ01000001.1,3701402,3701923,-,57599408,,COO55_RS17170,WP_005256496.1,173,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3702375,3703730,+,57599409,,COO55_RS17175,WP_005569219.1,451,MULTISPECIES: MHS family MFS transporter
Un,NZ_NWMZ01000001.1,3703935,3704789,+,57599410,,COO55_RS17180,WP_005256492.1,284,MULTISPECIES: TauD/TfdA family dioxygenase
Un,NZ_NWMZ01000001.1,3705092,3708349,-,57599411,,COO55_RS17185,WP_005569218.1,1085,protein kinase
Un,NZ_NWMZ01000001.1,3708608,3709204,-,57599412,,COO55_RS17190,WP_054246758.1,198,MULTISPECIES: TetR/AcrR family transcriptional regulator
Un,NZ_NWMZ01000001.1,3709332,3710837,+,57599413,,COO55_RS17195,WP_120659963.1,501,MULTISPECIES: APC family permease
Un,NZ_NWMZ01000001.1,3710842,3711741,+,57599414,,COO55_RS17200,WP_005569216.1,299,MULTISPECIES: carbon-nitrogen hydrolase family protein
Un,NZ_NWMZ01000001.1,3711812,3712858,+,57599415,,COO55_RS17205,WP_054246756.1,348,MULTISPECIES: GGDEF domain-containing protein
Un,NZ_NWMZ01000001.1,3712887,3713843,-,57599416,,COO55_RS17210,WP_054246755.1,318,DMT family transporter
Un,NZ_NWMZ01000001.1,3713918,3714820,+,57599417,,COO55_RS17215,WP_005256479.1,300,MULTISPECIES: LysR family transcriptional regulator
Un,NZ_NWMZ01000001.1,3714958,3715563,+,57599418,,COO55_RS17220,WP_182624103.1,201,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3715590,3716528,-,57599419,,COO55_RS17225,WP_005569213.1,312,MULTISPECIES: hypothetical protein
Un,NZ_NWMZ01000001.1,3716672,3716872,-,57599420,,COO55_RS17230,WP_005256474.1,66,MULTISPECIES: hypothetical protein
